Module,num,Kind,Table,No,BusinessTerm,DictionaryEntryName,Description,ObjectClassTermQualifier,ObjectClassTerm,PropertyTerm,RepresentationTerm,Datatype,Representation,RelationObjectClassTermQualifier,RelationObjectClassTerm,Level,PK_REF,ATTRIBUTE,DOMAIN
2.Base,111,BBIE,BAS EMPLOYEE,555,Employee Academic Degree,Employee_ Person. Academic Degree. Code,"The highest academic degree acquired; for example Doctor, Master.",Employee,Person,Academic Degree,Code,,,,,,,EMPLOYEE ACADEMIC DEGREE,TEXT 60
2.Base,112,BBIE,BAS EMPLOYEE,556,Employment Date,Employee_ Person. Employment Date. Code,The employment date of the employee.,Employee,Person,Employment Date,Code,,,,,,,EMPLOYMENT DATE,DATE
2.Base,113,BBIE,BAS EMPLOYEE,557,Termination Date,Employee_ Person. Termination Date. Code,"The termination date of the employee from which the labor contract was no longer valid, or the employee no longer works in this department.",Employee,Person,Termination Date,Code,,,,,,,TERMINATION DATE,DATE
2.Base,114,RLBIE,BAS EMPLOYEE,558,User ID,Employee_ Person. Defined. System User_ Person,The system user ID associated with the employee. The ID shall match the User_ID in the BAS_User table.,Employee,Person,Defined,Code,,,System User,Person,,REF,USER ID,IDENTIFIER 25
2.Base,115,IDBIE,BAS JOURNAL ENTRY TYPE,560,Journal Entry Type Code,Journal Entry Type_ List. ID,"The code of the journal entry type; for example, using 004 to represent a cash receipt entry, 005 to represent a cash disbursement entry, 006 to represent a non-cash entry.",Journal Entry Type,List,Identification,Code,,,,,,PK,JE TYPE CODE,IDENTIFIER 60
2.Base,116,BBIE,BAS JOURNAL ENTRY TYPE,561,JE Type Name,Journal Entry Type_ List. Type Name. Code,"The name of the journal entry type. This is usually categorized by business to satisfy an internal control need and/or to facilitate sorting and querying; for example, journal entries could be classified based on whether the transaction involves cash. In this case there may be cash receipt entry, cash disbursement entry, and non-cash entry of adjusting that is the recording of interest revenue earned and wages payable, estimation that is the recording depreciation, and bad-debt expenses, and/or correction that makes entries to counteract the effects of errors found in the general ledger.",Journal Entry Type,List,Type Name,Code,,,,,,,JE TYPE NAME,TEXT 60
2.Base,117,BBIE,BAS JOURNAL ENTRY TYPE,562,JE Type Abbreviation,Journal Entry Type_ List. Abbreviation. Code,The abbreviation of the journal entry type.,Journal Entry Type,List,Abbreviation,Code,,,,,,,JE TYPE ABBREVIATION,TEXT 30
2.Base,118,BBIE,BAS JOURNAL ENTRY TYPE,563,Active Flag,Journal Entry Type_ List. Active Flag. Code,"This indicates whether the JE type is active or inactive; for example, 1 is active and 0 is inactive.",Journal Entry Type,List,Active Flag,Code,,,,,,,ACTIVE FLAG,BOOLEAN
2.Base,119,IDBIE,BAS MEASUREMENT UNIT,565,UOM Code,Measurement Unit_ List. ID,The code of the measurement unit.,Measurement Unit,List,Identification,Code,,,,,,PK,UOM CODE,MEASUREMENT UNIT CODE
2.Base,120,BBIE,BAS MEASUREMENT UNIT,566,UOM Name,Measurement Unit_ List. Name. Code,The name of the measurement unit for measuring the quantity of the material.,Measurement Unit,List,Name,Code,,,,,,,UOM NAME,TEXT 80
2.Base,121,BBIE,BAS MEASUREMENT UNIT,567,UOM Abbreviation,Measurement Unit_ List. Abbreviation. Code,"The abbreviation of the measurement unit's name; for example, kilogram is recorded as 'kg' and square meter is recorded as 'sq.m'.",Measurement Unit,List,Abbreviation,Code,,,,,,,UOM ABBREVIATION,TEXT 40
2.Base,122,BBIE,BAS MEASUREMENT UNIT,568,Active Flag,Measurement Unit_ List. Active Flag. Code,"This indicates whether the UOM_Code is active or inactive; for example, 1 is active and 0 is inactive.",Measurement Unit,List,Active Flag,Code,,,,,,,ACTIVE FLAG,BOOLEAN
2.Base,123,IDBIE,BAS PAYMENT TERM,570,Payment Term Code,Payment Term_ List. ID,"The code of the payment term; for example, terms of 2/10, net 60 could be quoted. This means that customers have 60 days from the invoice date to pay the full amount. However, if payment is made within 10 days, a 2 percent cash discount can be taken.",Payment Term,List,Identification,Code,,,,,,PK,PAYMENT TERM CODE,PAYMENT TERM CODE
2.Base,124,BBIE,BAS PAYMENT TERM,571,Payment Term Name,Payment Term_ List. Name. Code,The full name of the payment term.,Payment Term,List,Name,Code,,,,,,,PAYMENT TERM NAME,TEXT 200
2.Base,125,BBIE,BAS PAYMENT TERM,572,Payment Term Line Number,Payment Term_ List. Line Number. Code,The number of the lines according to the Payment_Term_Code value. This number is either generated by manual input or generated by the system.,Payment Term,List,Line Number,Code,,,,,,,PAYMENT TERM LINE NUMBER,TEXT 10
2.Base,126,BBIE,BAS PAYMENT TERM,573,Payment Term Line Description,Payment Term_ List. Description. Code,"The detailed description of the payment term�es line; for example, payment due date, discount days, discount percentage.",Payment Term,List,Description,Code,,,,,,,PAYMENT TERM LINE DESCRIPTION,TEXT 1000
2.Base,127,BBIE,BAS PAYMENT TERM,574,Active Flag,Payment Term_ List. Active Flag. Code,"This indicates whether the payment term is active or inactive; for example, 1 is active and 0 is inactive.",Payment Term,List,Active Flag,Code,,,,,,,ACTIVE FLAG,BOOLEAN
2.Base,128,IDBIE,BAS PROFILE,576,Profile Number,Profile_ List. ID,The number of the current data collection. This number is either generated by manual input or generated by the system.,Profile,List,Identification,Code,,,,,,PK,PROFILE NUMBER,IDENTIFIER 5
2.Base,129,BBIE,BAS PROFILE,577,Profile Name,Profile_ List. Name. Code,The name of the current data collection.,Profile,List,Name,Code,,,,,,,PROFILE NAME,TEXT 30
2.Base,130,BBIE,BAS PROFILE,578,Fiscal Year,Profile_ List. Fiscal Year. Code,The fiscal year in which the calendar date occurs. The date shall be shown as 'YYYY-MM-DD' in the extended format and the YYYY indicates a fourdigit year (ISO 8601-1).,Profile,List,Fiscal Year,Code,,,,,,,FISCAL YEAR,YEAR IDENTIFIER
2.Base,131,BBIE,BAS PROFILE,579,Accounting Entity,Profile_ List. Accounting Entity. Code,The legal name of accounting entity.,Profile,List,Accounting Entity,Code,,,,,,,ACCOUNTING ENTITY,TEXT 60
2.Base,132,BBIE,BAS PROFILE,580,Industry,Profile_ List. Industry. Code,The corresponding industry name under superior sector code.,Profile,List,Industry,Code,,,,,,,INDUSTRY,TEXT 20
2.Base,133,BBIE,BAS PROFILE,581,Developer Name,Profile_ List. Developer Name. Code,The name of accounting and/or ERP system software developer.,Profile,List,Developer Name,Code,,,,,,,DEVELOPER NAME,NAME 200
2.Base,134,BBIE,BAS PROFILE,582,Software Name,Profile_ List. Software Name. Code,The name of accounting and/or ERP system software products.,Profile,List,Software Name,Code,,,,,,,SOFTWARE NAME,TEXT 200
2.Base,135,BBIE,BAS PROFILE,583,Software Version,Profile_ List. Software Version. Code,The accounting and/or ERP system software version.,Profile,List,Software Version,Code,,,,,,,SOFTWARE VERSION,TEXT 20
2.Base,136,BBIE,BAS PROFILE,584,Functional Currency Code,Profile_ List. Functional_ Currency Code. Code,The functional or group currency used in accounting and/or ERP system software (ISO 4217).,Profile,List,Currency Code,Code,,,,,,,FUNCTIONAL CURRENCY CODE,CURRENCY CODE
2.Base,137,BBIE,BAS PROFILE,585,Standard Version,Profile_ List. Standard Version. Code,"The standard issuing No. of the standards with which the current output files are consistent; for example, ISO 21378.",Profile,List,Standard Version,Code,,,,,,,STANDARD VERSION,TEXT 30
2.Base,138,BBIE,BAS PROFILE,586,Extracted Date,Profile_ List. Extracted. Code,The date of data extraction.,Profile,List,Extracted,Code,,,,,,,EXTRACTED DATE,DATE
2.Base,139,BBIE,BAS PROFILE,587,Time Zone,Profile_ List. Time Zone. Code,"The Time_Zone indicates the difference between local time and UTC of day. The representation of the difference can be expressed in hours and minutes, or hours only. The Time_Zone shall be shown as '�}hh:mm in the extended format (ISO 8601-1). EXAMPLE Newfoundland�fs time zone =-03:30, Beijing�fs time zone=+08:00.",Profile,List,Time Zone,Code,,,,,,,TIME ZONE,TIME ZONE
2.Base,140,RLBIE,BAS PROFILE,588,Business Segment X,Profile_ List. Defned. X_ Business Segment,"A reserved field that shall be used for business segments / structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with each unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Profile,List,Defned,Code,,,X,Business Segment,,REF,BUSINESS SEGMENT X,TEXT 25
2.Base,141,IDBIE,BAS PROJECT,590,Project ID,Project_ List. ID,The unique identifier for the project. Typically auto-generated by the system.,Project,List,Identification,Code,,,,,,PK,PROJECT ID,IDENTIFIER 60
2.Base,142,BBIE,BAS PROJECT,591,Project Code,Project_ List. Code. Code,The code of each project.,Project,List,Code,Code,,,,,,,PROJECT CODE,TEXT 80
2.Base,143,BBIE,BAS PROJECT,592,Project Name,Project_ List. Name. Code,The name of the project related to operation and administration.,Project,List,Name,Code,,,,,,,PROJECT NAME,TEXT 80
2.Base,144,BBIE,BAS PROJECT,593,Project Beginning Date,Project_ List. Beginning Date. Code,The beginning date of the project.,Project,List,Beginning Date,Code,,,,,,,PROJECT BEGINNING DATE,DATE
2.Base,145,BBIE,BAS PROJECT,594,Project Ending Date,Project_ List. Ending Date. Code,The ending date of the project.,Project,List,Ending Date,Code,,,,,,,PROJECT ENDING DATE,DATE
2.Base,146,BBIE,BAS PROJECT,595,Active Flag Code,Project_ List. Active Flag. Code,"This indicates whether the project is active or inactive; for example, 1 is active and 0 is inactive.",Project,List,Active Flag,Code,,,,,,,ACTIVE FLAG CODE,BOOLEAN
2.Base,147,RLBIE,BAS PROJECT,596,Business Segment X,Project_ List. Defned. X_ Business Segment,"A reserved field that shall be used for business segments / structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with each unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Project,List,Defned,Code,,,X,Business Segment,,REF,BUSINESS SEGMENT X,TEXT 25
2.Base,148,IDBIE,BAS SETTLEMENT METHOD,598,Settlement Method Code,Settlement Method_ List. ID,"The code of the settlement method. Various methods can be used to settle transactions and transfer money; for example, 001 for cash, 002 for bills, 003 for credit card, 004 for remittance, and 005 for bank collection.",Settlement Method,List,Identification,Code,,,,,,PK,SETTLEMENT METHOD CODE,IDENTIFIER 60
2.Base,149,BBIE,BAS SETTLEMENT METHOD,599,Settlement Method Name,Settlement Method_ List. Name. Code,"The name of the settlement method; for example, cash settlement, issuing bills, credit card, bank remittance and bank collection.",Settlement Method,List,Name,Code,,,,,,,SETTLEMENT METHOD NAME,TEXT 60
2.Base,150,BBIE,BAS SETTLEMENT METHOD,600,Active Flag,Settlement Method_ List. Active Flag. Code,"This indicates whether the settlement method is active or inactive; for example, 1 is active and 0 is inactive.",Settlement Method,List,Active Flag,Code,,,,,,,ACTIVE FLAG,BOOLEAN
2.Base,151,IDBIE,BAS CUSTOMER,603,Account ID,Customer_ Party. ID,The unique identifier for the customer. Typically auto-generated by the system.,Customer,Party,Identification,Code,,,,,,PK,CUSTOMER ACCOUNT ID,IDENTIFIER 100
2.Base,152,RLBIE,BAS CUSTOMER,604,Parent ID,Customer_ Party. Parent. Customer,The unique identifier for the parent customer. Shall match the Customer_Account_ID in the BAS_Customer table.,Customer,Party,Parent,Code,,,,Customer,,REF,PARENT CUSTOMER ID,IDENTIFIER 100
2.Base,153,BBIE,BAS CUSTOMER,605,Account Number,Customer_ Party. Account. Code,The number of the customer. This number is either generated by manual input or generated by the system.,Customer,Party,Account,Code,,,,,,,CUSTOMER ACCOUNT NUMBER,IDENTIFIER 100
2.Base,154,BBIE,BAS CUSTOMER,606,Account Name,Customer_ Party. Name. Code,The name of the customer.,Customer,Party,Name,Code,,,,,,,CUSTOMER ACCOUNT NAME,NAME 200
2.Base,155,BBIE,BAS CUSTOMER,607,Abbreviation,Customer_ Party. Abbreviation. Code,The abbreviation of the customer's name.,Customer,Party,Abbreviation,Code,,,,,,,CUSTOMER ABBREVIATION,NAME 100
2.Base,156,RLBIE,BAS CUSTOMER,608,Corresponding Supplier ID,Customer_ Party. Corresponding. Supplier,The unique identifier for the corresponding supplier in case that the customer is also a supplier. Shall match the Supplier_Account_ID in the BAS_Supplier table. Otherwise set NULL.,Customer,Party,Corresponding,Code,,,,Supplier,,REF,CORRESPONDING SUPPLIER ID,IDENTIFIER 100
2.Base,157,BBIE,BAS CUSTOMER,609,Type ID,Customer_ Party. Type ID. Code,The unique identifier for the customer type. Typically auto generated by the system. Shall match the Customer_Type_ID in the BAS_Customer_Type table.,Customer,Party,Type ID,Code,,,,,,,CUSTOMER TYPE ID,IDENTIFIER 60
2.Base,158,BBIE,BAS CUSTOMER,610,TIN,Customer_ Party. TIN. Code,The customer�es tax identification number. This number is usually generated by tax regulator.,Customer,Party,TIN,Code,,,,,,,CUSTOMER TIN,TAX IDENTIFICATION NUMBER
2.Base,159,BBIE,BAS CUSTOMER,611,Inactive Date,Customer_ Party. Inactive. Code,"The date that the customer was declared inactive. For example a customer may become inactive due to exceeding credit limit, legal restrictions, contract termination or bankruptcy etc.",Customer,Party,Inactive,Code,,,,,,,INACTIVE DATE,DATE
2.Base,160,BBIE,BAS CUSTOMER,612,Transaction Credit Limit,Customer_ Party. Transaction_ Credit Limit. Code,The per invoice credit limit established for this customer.,Customer,Party,Credit Limit,Code,,,,,,,TRANSACTION CREDIT LIMIT,AMOUNT
2.Base,161,ASBIE,BAS CUSTOMER,613,Physical Address,Customer_ Party. Defined. Physical_ Address,,Customer,Party,Defined,Code,,,,,,,PHYSICAL ADDRESS,has
2.Base,162,ASBIE,BAS CUSTOMER,614,Billing Address,Customer_ Party. Defined. Billing_ Address,,Customer,Party,Defined,Code,,,,,,,BILLING ADDRESS,has
2.Base,163,ASBIE,BAS CUSTOMER,615,Primary Contact,Customer_ Party. Defined. Primary_ Contact,,Customer,Party,Defined,Code,,,,,,,PRIMARY CONTACT,has
2.Base,164,ASBIE,BAS CUSTOMER,616,Created,Customer_ Party. was. Created_ Handling,,Customer,Party,was,Code,,,,,,,CREATED,was
2.Base,165,ASBIE,BAS CUSTOMER,617,Approved,Customer_ Party. was. Approved_ Handling,,Customer,Party,was,Code,,,,,,,APPROVED,was
2.Base,166,ASBIE,BAS CUSTOMER,618,Last Modified,Customer_ Party. was. Last Modified_ Handling,,Customer,Party,was,Code,,,,,,,LAST MODIFIED,was
2.Base,167,BBIE,BAS CUSTOMER,619,Total Credit Limit,Customer_ Party. Total_ Credit Limit. Code,The credit limit for this customer�fs total outstanding balance.,Customer,Party,Credit Limit,Code,,,,,,,TOTAL CREDIT LIMIT,AMOUNT
2.Base,168,BBIE,BAS CUSTOMER,620,Terms Discount Percentage,Customer_ Party. Terms Discount. Code,"The discount percentage the customer can take if an invoice is paid before a certain number of days. In the flat file, terms are represented as integers to decimal place; for example, 10% would be represented as 0.10.",Customer,Party,Terms Discount,Code,,,,,,,TERMS DISCOUNT PERCENTAGE,PERCENTAGE
2.Base,169,BBIE,BAS CUSTOMER,621,Terms Discount Days,Customer_ Party. Terms Discount Days. Code,"The number of days from the invoice date the customer has to take advantage of discounted terms. Terms are represented as integers with no decimal places; for example, 10 days would be represented as 10.",Customer,Party,Terms Discount Days,Code,,,,,,,TERMS DISCOUNT DAYS,NUMBER 6
2.Base,170,BBIE,BAS CUSTOMER,622,Terms Due Days,Customer_ Party. Terms Due Days. Code,The default number of days allowed to meet the obligation before an invoice becomes overdue.,Customer,Party,Terms Due Days,Code,,,,,,,TERMS DUE DAYS,NUMBER 6
2.Base,171,IDBIE,BAS CUSTOMER TYPE,624,Customer Type ID,Customer Type_ List. ID,The unique identifier for the customer type. Typically auto-generated by the system.,Customer Type,List,Identification,Code,,,,,,PK,CUSTOMER TYPE ID,IDENTIFIER 60
