Unique UN Assigned ID	 ABIE/ BBIE/ ASBIE/ACC/BCC/ASCC/DT/CC/SC	"Dictionary Entry Name
(auto generated)"	"Definition
Mandatory"	Object Class Term	Property Term	Representation Term	Associated Object Class	Business Term(s)	Usage Rule(s)	Occurrence Min	Occurrence Max	Short Name
UN00002193	BCC	Accounting Line Monetary Value. Alternate Currency. Amount	"The monetary value of the accounting line in another currency, such as a reporting currency, a consolidation currency, or the euro transition period."	Accounting Line Monetary Value	Alternate Currency	Amount				0	1	Alternate Currency Amount
UN00002194	BCC	Accounting Line Monetary Value. Alternate Currency Amount Type. Code	"The code specifying the type of the alternate currency amount, such as payment amount or Euro transition conversion amount, for this accounting line monetary value."	Accounting Line Monetary Value	Alternate Currency Amount Type	Code				0	1	Alternate Currency Amount Type Code
UN00002195	BCC	Accounting Line Monetary Value. Debit Credit. Code	The code specifying the accounting sign of the accounting line monetary value (Reference United Nations Code List (UNCL) 4405 code list).	Accounting Line Monetary Value	Debit Credit	Code				0	1	Debit Credit Code
UN00002196	BCC	Accounting Line Monetary Value. Matching. Identifier	"The unique matching identifier for this accounting line monetary value, used to associate the amount of an accounting line with the opposite signed amount of another line in the same account."	Accounting Line Monetary Value	Matching	Identifier				0	1	Matching ID
UN00002197	BCC	Accounting Line Monetary Value. Ticking. Identifier	"The unique ticking identifier for this accounting line monetary value, used to associate the amount of an accounting line with the amount of a line into another account."	Accounting Line Monetary Value	Ticking	Identifier				0	1	Ticking ID
UN00002198	BCC	Accounting Line Monetary Value. Application Number. Identifier	"The unique application number identifier for this accounting line monetary value, used for applying it to the corresponding line of the amount of this accounting line."	Accounting Line Monetary Value	Application Number	Identifier				0	1	Application Number ID
UN00002199	BCC	Accounting Line Monetary Value. Achieved Work Category. Identifier	The unique identifier of the achieved category of work for this accounting line monetary value.	Accounting Line Monetary Value	Achieved Work Category	Identifier				0	1	Achieved Work Category ID
UN00002200	BCC	Accounting Line Monetary Value. Distribution Key. Identifier	The unique identifier for the distribution key of this accounting line monetary value.	Accounting Line Monetary Value	Distribution Key	Identifier				0	1	Distribution Key ID
UN00006528	BCC	Accounting Line Monetary Value. Perquisite. Code	"The code specifying the type of perquisite for this accounting line monetary value, such as food, accommodation or car."	Accounting Line Monetary Value	Perquisite	Code				0	1	Perquisite Code
UN00006529	BCC	Accounting Line Monetary Value. Refund Method. Code	"The code specifying the method of refunding for this accounting line monetary value, such as contractual allowance, direct refunding or entity reimbursement."	Accounting Line Monetary Value	Refund Method	Code				0	1	Refund Method Code
UN00006530	BCC	Accounting Line Monetary Value. Remuneration Type. Identifier	An identifier for the type of remuneration for this accounting line monetary value.	Accounting Line Monetary Value	Remuneration Type	Identifier				0	unbounded	Remuneration Type ID
UN00006624	BCC	Accounting Line Monetary Value. Amount Qualifier. Code	"The code qualifying the amount of the accounting line monetary value such as balance, total of entries amount."	Accounting Line Monetary Value	Amount Qualifier	Code				0	1	Amount Qualifier Code
UN00006625	BCC	Accounting Line Monetary Value. Balance. Quantity	The balance quantity for this accounting line monetary value.	Accounting Line Monetary Value	Balance	Quantity				0	1	Balance Quantity
UN00007074	BCC	Accounting Line Monetary Value. Matching. Date Time	The date or date time or other date time value at which this accounting line monetary value was matched.	Accounting Line Monetary Value	Matching	Date Time				0	1	Matching Date Time
UN00002201	ASCC	Accounting Line Monetary Value. Booking. Accounting Account	An accounting account to which this accounting line monetary value is booked.	Accounting Line Monetary Value	Booking		Accounting Account			0	unbounded	Booking Accounting Account
UN00006630	ASCC	Accounting Line Monetary Value. Specified. Period	The period specified for this accounting line monetary value.	Accounting Line Monetary Value	Specified		Period			0	1	Specified Period
UN00004938	ACC	Accounting Period. Details	"A period of time for which accounts are recorded, audited, and reported."	Accounting Period								Accounting Period
UN00004939	ASCC	Accounting Period. Specified. Period	The period specified for this accounting period.	Accounting Period	Specified		Period			0	1	Specified Period
UN00004940	ASCC	Accounting Period. Specified. Accounting Check	The accounting check specified for this accounting period.	Accounting Period	Specified		Accounting Check			0	1	Specified Accounting Check
UN00002206	ACC	Accounting Voucher. Details	"A document that proves the reality of an operation, authenticates its conclusion and is used in accounting entry recording and for audit control purposes."	Accounting Voucher								Accounting Voucher
UN00002207	BCC	Accounting Voucher. Storage Location. Text	"The storage location, expressed as text, for his accounting voucher."	Accounting Voucher	Storage Location	Text				0	1	Storage Location Text
UN00002208	BCC	Accounting Voucher. Receiving Department. Text	"The receiving department, expressed as text, for this accounting voucher."	Accounting Voucher	Receiving Department	Text				0	1	Receiving Department Text
UN00002209	BCC	Accounting Voucher. Identification. Identifier	The unique identifier for this accounting voucher.	Accounting Voucher	Identification	Identifier				0	1	ID
UN00002210	BCC	Accounting Voucher. Medium. Code	"The code specifying the medium for this accounting voucher, such as VAN, Internet, Optical Disk, DVD, CD-Rom, USB Key, EDI, ebXML, or paper."	Accounting Voucher	Medium	Code				0	1	Medium Code
UN00002213	BCC	Accounting Voucher. Tax Point. Date Time	"The date, time, date time, or other date time value of the tax point for this accounting voucher."	Accounting Voucher	Tax Point	Date Time				0	1	Tax Point Date Time
UN00002214	BCC	Accounting Voucher. Imported File. Identifier	"The unique identifier for the imported file containing this accounting voucher, such as in the case of an accounting system migration."	Accounting Voucher	Imported File	Identifier				0	1	Imported File ID
UN00003223	BCC	Accounting Voucher. Attachment. Binary Object	A binary object that is attached or otherwise appended to this accounting voucher.	Accounting Voucher	Attachment	Binary Object				0	unbounded	Attachment Binary Object
UN00002215	ASCC	Accounting Voucher. Related. Document	A document related to this accounting voucher.	Accounting Voucher	Related		Document			0	unbounded	Related Document
UN00008467	ACC	Accounts Receivable History. Details	A set of characteristics that provide information regarding the history of accounts receivable.	Accounts Receivable History								Accounts Receivable History
UN00008468	BCC	Accounts Receivable History. Deferred Payments. Percent	The percentage of accounts receivable where there is a deferred payment plan in place within this accounts receivable history.	Accounts Receivable History	Deferred Payments	Percent				0	1	Deferred Payments Percent
UN00008469	BCC	Accounts Receivable History. Outstanding. Amount	A monetary value of the outstanding items for this accounts receivable history.	Accounts Receivable History	Outstanding	Amount				0	unbounded	Outstanding Amount
UN00008470	BCC	Accounts Receivable History. Uncollectible. Amount	A monetary value of the uncollectible items for this accounts receivable history.	Accounts Receivable History	Uncollectible	Amount				0	unbounded	Uncollectible Amount
UN00008471	ASCC	Accounts Receivable History. Specified. Period	A period specified for this accounts receivable history.	Accounts Receivable History	Specified		Period			0	unbounded	Period
UN00008472	ACC	Accounts Receivable Insurance Factor. Details	A set of characteristics that affect the insurance of accounts receivable.	Accounts Receivable Insurance Factor								Accounts Receivable Insurance Factors
UN00008473	BCC	Accounts Receivable Insurance Factor. Average Last Year. Amount	An average monetary value over the last year of the accounts receivable used as an accounts receivable insurance factor.	Accounts Receivable Insurance Factor	Average Last Year	Amount				0	unbounded	Average Last Year Amount
UN00008474	BCC	Accounts Receivable Insurance Factor. Risk Class. Code	A code specifying the risk class used as an accounts receivable insurance factor.	Accounts Receivable Insurance Factor	Risk Class	Code				0	unbounded	Risk Class Code
UN00008475	BCC	Accounts Receivable Insurance Factor. Risk Class Share. Percent	The percentage of accounts receivable of the specific risk class used as an accounts receivable insurance factor.	Accounts Receivable Insurance Factor	Risk Class Share	Percent				0	1	Risk Class Share Percent
