Unique UN Assigned ID	 ABIE/ BBIE/ ASBIE/ACC/BCC/ASCC/DT/CC/SC	"Dictionary Entry Name
(auto generated)"	Short Name	"Definition
Mandatory"	Publication comments	Object Class Term Qualifier(s)	Object Class Term	Property Term Qualifier(s)	Property Term	Datatype Qualifier(s)	Representation Term	Qualified Data Type UID	Associated Object Class Term Qualifier(s)	Associated Object Class	Business Term(s)	Usage Rule(s)	Sequence Number	Occurrence Min	Occurrence Max	Business Process	Product	Industry	Region (Geopolitical)	Official Constraints	Role	Supporting Role	System Constraints	Example(s)	BIE/CC/DT Version	Ref Library Version	Submitter Name	Ref Component UN ID	Ref CR ID	Unique submitter ID	CR Status Date	CR Status	Library Maintenance Comment	TDED
UN01009115	BBIE	AAA Archive_ Document. Copy Required. Quantity	Copy Required Quantity	The number of copies required of this_AAA archive document.		AAA Archive	Document		Copy Required		Quantity						28	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									(1220)
UN01009116	BBIE	AAA Archive_ Document. Original Issued. Quantity	Original Issued Quantity	The number of originals issued of this_AAA archive document.		AAA Archive	Document		Original Issued		Quantity						29	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									(1067)
UN01009117	BBIE	AAA Archive_ Document. Copy Issued. Quantity	Copy Issued Quantity	The number of copies issued of this_AAA archive document.		AAA Archive	Document		Copy Issued		Quantity						30	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									(1069)
UN01009118	BBIE	AAA Archive_ Document. Information. Text	Information	"Information, expressed as text, for this_AAA archive document."		AAA Archive	Document		Information		Text						31	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									(4142)
UN01009119	BBIE	AAA Archive_ Document. Authenticated Original. Indicator	Authenticated Original Indicator	The indication of whether or not this_AAA archive document is an authenticated original.		AAA Archive	Document		Authenticated Original		Indicator						32	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									(4366)
UN01009120	BBIE	AAA Archive_ Document. Disposition. Text	Disposition Text	"A disposition, expressed as text, for this_AAA archive document."		AAA Archive	Document		Disposition		Text						33	0	unbounded	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									(4144)
UN01009121	BBIE	AAA Archive_ Document. Electronic Presentation. Indicator	Electronic Presentation Indicator	The indication of whether or not this_AAA archive document is presented in an electronic format.		AAA Archive	Document		Electronic Presentation		Indicator						34	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009122	BBIE	AAA Archive_ Document. Page. Identifier	Page ID	An identifier of a page in this_AAA archive document.		AAA Archive	Document		Page		Identifier						35	0	unbounded	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									(1212)
UN01009123	BBIE	AAA Archive_ Document. Total Page. Quantity	Total Page Quantity	The total number of pages of this_AAA archive document.		AAA Archive	Document		Total Page		Quantity						36	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									(1046)
UN01009124	BBIE	AAA Archive_ Document. Revision. Date Time	Revision Date Time	"The date, time, date time or other date time value for the revision of this_AAA archive document."		AAA Archive	Document		Revision		Date Time						37	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009125	BBIE	AAA Archive_ Document. Rejection Reason. Text	Rejection Reason Text	"A reason, expressed as text, for the rejection of this_AAA archive document."		AAA Archive	Document		Rejection Reason		Text						38	0	unbounded	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									(4308)
UN01009126	BBIE	AAA Archive_ Document. Cancellation Reason. Text	Cancellation Reason Text	"A reason, expressed as text, for the cancellation of this_AAA archive document."		AAA Archive	Document		Cancellation Reason		Text						39	0	unbounded	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009127	BBIE	AAA Archive_ Document. Cancellation. Date Time	Cancellation Date Time	"The date, time, date time, or other date time value of a cancellation of this_AAA archive document."		AAA Archive	Document		Cancellation		Date Time						40	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									(2095)
UN01009128	BBIE	AAA Archive_ Document. Sequence. Identifier	Sequence ID	An identifier for the sequence of this_AAA archive document.		AAA Archive	Document		Sequence		Identifier						41	0	unbounded	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009129	BBIE	AAA Archive_ Document. Section Name. Text	Section Name	"A section name, expressed as text, for this_AAA archive document."		AAA Archive	Document		Section Name		Text						42	0	unbounded	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009130	BBIE	AAA Archive_ Document. External. Identifier	External ID	"The identifier for this_AAA archive document which is external to the document itself, such as the document reference number on an envelope."		AAA Archive	Document		External		Identifier						43	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009131	BBIE	AAA Archive_ Document. First Version Issue. Date Time	First Version Issue Date Time	"The date, time, date time or other date time value when the first version of this_AAA archive document was issued."		AAA Archive	Document		First Version Issue		Date Time						44	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009132	BBIE	AAA Archive_ Document. Examined. Indicator	Examined Indicator	The indication of whether or not this_AAA archive document has been examined.		AAA Archive	Document		Examined		Indicator						45	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009133	BBIE	AAA Archive_ Document. Verified. Indicator	Verified Indicator	The indication of whether or not this_AAA archive document has been verified.		AAA Archive	Document		Verified		Indicator						46	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009134	BBIE	AAA Archive_ Document. Handwritten. Indicator	Handwritten Indicator	The indication of whether or not this_AAA archive document is handwritten.		AAA Archive	Document		Handwritten		Indicator						47	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009135	BBIE	AAA Archive_ Document. Printed. Indicator	Printed Indicator	The indication of whether or not this_AAA archive document is printed.		AAA Archive	Document		Printed		Indicator						48	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009136	BBIE	AAA Archive_ Document. Signed. Indicator	Signed Indicator	The indication of whether or not this_AAA archive document has been signed.		AAA Archive	Document		Signed		Indicator						49	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									(4428)
UN01009137	BBIE	AAA Archive_ Document. Signed. Date Time	Signed Date Time	"The date, time, date time or other date time value when this_AAA archive document was signed."		AAA Archive	Document		Signed		Date Time						50	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009138	BBIE	AAA Archive_ Document. Requested. Date Time	Requested Date Time	"The date, time, date time or other date time value when this_AAA archive document is or was requested."		AAA Archive	Document		Requested		Date Time						51	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009139	BBIE	AAA Archive_ Document. Signature Location. Text	Signature Location Text	"A geographical location, expressed as text, where this_AAA archive document was or will be signed."		AAA Archive	Document		Signature Location		Text						52	0	unbounded	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009140	BBIE	AAA Archive_ Document. Status. Text	Status Text	"A status, expressed as text, for this_AAA archive document."		AAA Archive	Document		Status		Text						53	0	unbounded	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009141	BBIE	AAA Archive_ Document. Included. Amount	Included Amount	A monetary value included in this_AAA archive document.		AAA Archive	Document		Included		Amount						54	0	unbounded	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009142	BBIE	AAA Archive_ Document. Included. Quantity	Included Quantity	A quantity included in this_AAA archive document.		AAA Archive	Document		Included		Quantity						55	0	unbounded	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009143	BBIE	AAA Archive_ Document. Rejection. Date Time	Rejection Date Time	"The date, time, date time, or other date time value of the rejection of this_AAA archive document."		AAA Archive	Document		Rejection		Date Time						56	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009144	ASBIE	AAA Archive_ Document. Specified. AAA Archive_ Archive Parameter	Archive Parameter	The archive parameter specified for this_AAA archive document.		AAA Archive	Document		Specified				AAA Archive	Archive Parameter			1	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009145	ASBIE	AAA Archive_ Document. Owner. AAA Archive_ Party	Owner	The party that owns this AAA archive document.		AAA Archive	Document		Owner				AAA Archive	Party			2	0	1	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009146	ASBIE	AAA Archive_ Document. Agent. AAA Archive_ Party	Agent	A party representing another party for this AAA archive document.		AAA Archive	Document		Agent				AAA Archive	Party			3	0	unbounded	"Accounting, audit and reporting"	"Accounting, audit and reporting, Accounting entry"	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
