Module,num,Kind,Table,No,Name,DictionaryEntryName,Description,XBRLGL,ObjectClassTermQualifier,ObjectClassTerm,PropertyTerm,RepresentationTerm,Datatype,Representation,AssociatedObjectClassTermQualifier,AssociatedObjectClass,Level,PK_REF,RefField,RefTable,Occurrence
Base,94,BBIE,BAS Settlement Method,2,Settlement Method Name,ADC_ Settlement Method. Settlement Method. Name,"The name of the settlement method. EXAMPLE Cash settlement, issuing bills, credit card, bank remittance and bank collection.",gl-cor:documentTypeDescription,ADC,Settlement Method,Settlement Method,Name,String,%60s,,,1,,,,1..1
Base,95,BBIE,BAS Settlement Method,3,Active Flag,ADC_ Settlement Method. Active Flag. Indicator,This indicates whether the settlement method is active or inactive. EXAMPLE 1 is active and 0 is inactive.,,ADC,Settlement Method,Active Flag,Indicator,Boolean,%1c,,,2,,,,0..1
Base,96,IDBIE,BAS Currency,1,Currency Code,ADC_ Currency. ID,The code of the currency (ISO 4217).,,ADC,Currency,Identification,Identifier,String,%3c,,,1,PK,,,1..1
Base,97,BBIE,BAS Currency,2,Currency Name,ADC_ Currency. Currency. Name,The name of the currency in the accounting and/or ERP system.,,ADC,Currency,Currency,Name,String,%30s,,,1,,,,1..1
Base,98,BBIE,BAS Currency,3,Minor Unit,ADC_ Currency. Minor Unit. Numeric,"The unit of recorded value which is a division of the respective unit of currency. Minor unit shows the decimal relationship between such unit and the currency itself (ISO 4217). Number 0 means that there is no minor unit for that currency, whereas number 1, 2, 3, etc. signify a ratio of 10:1, 100:1, 1 000:1, etc. respectively. EXAMPLE The US cent is a one hundredth part of the US dollar; the GB penny is a one hundredth part of the pound sterling. The minor unit number for both is 2.",,ADC,Currency,Minor Unit,Numeric,Integer,%1d,,,2,,,,0..1
Base,99,BBIE,BAS Currency,4,Active Flag,ADC_ Currency. Active Flag. Indicator,This indicates whether Currency_Code is active or inactive. EXAMPLE 1 is active and 0 is inactive.,,ADC,Currency,Active Flag,Indicator,Boolean,%1c,,,2,,,,0..1
Base,100,IDBIE,BAS Measurement Unit,1,UOM Code,ADC_ Measurement Unit. ID,The code of the measurement unit.,,ADC,Measurement Unit,Identification,Identifier,String,%80s,,,1,PK,,,1..1
Base,101,BBIE,BAS Measurement Unit,2,UOM Name,ADC_ Measurement Unit. UOM. Name,"The name of the measurement unit for measuring the quantity of the material, etc.",,ADC,Measurement Unit,UOM,Name,String,%80s,,,1,,,,1..1
Base,102,BBIE,BAS Measurement Unit,3,UOM Abbreviation,ADC_ Measurement Unit. Abbreviation,The abbreviation of the measurement unit's name. EXAMPLE Kilogram is recorded as kg and square meter is recorded as sq.m.,,ADC,Measurement Unit,Abbreviation,Text,String,%40s,,,1,,,,1..1
Base,103,BBIE,BAS Measurement Unit,4,Active Flag,ADC_ Measurement Unit. Active Flag. Indicator,This indicates whether the UOM_Code is active or inactive. EXAMPLE 1 is active and 0 is inactive.,,ADC,Measurement Unit,Active Flag,Indicator,Boolean,%1c,,,2,,,,0..1
Base,104,IDBIE,BAS Payment Term,1,Payment Term Code,ADC_ Payment Term. ID,"The code of the payment term. EXAMPLE Terms of 2/10, net 60 could be quoted. This means that customers have 60 days from the invoice date to pay the full amount. However, if payment is made within 10 days, a 2 percent cash discount can be taken.","gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,Payment Term,Identification,Identifier,String,%80s,,,1,PK,,,1..1
Base,105,BBIE,BAS Payment Term,2,Payment Term Name,ADC_ Payment Term. Payment Term. Name,The full name of the payment term.,,ADC,Payment Term,Payment Term,Name,String,%200s,,,1,,,,1..1
Base,106,BBIE,BAS Payment Term,3,Payment Term Line Number,ADC_ Payment Term. Line Number. Code,The number of the lines according to the Payment_Term_Code value. This number is generated either by manual input or by the system.,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,Payment Term,Line Number,Code,String,%10s,,,1,,,,1..1
Base,107,BBIE,BAS Payment Term,4,Payment Term Line Description,ADC_ Payment Term. Description,"The detailed description of the payment term's line. EXAMPLE Payment due date, discount days, and discount percentage.",gl-cor:entryComment,ADC,Payment Term,Description,Text,String,%1000s,,,1,,,,1..1
Base,108,BBIE,BAS Payment Term,5,Active Flag,ADC_ Payment Term. Active Flag. Indicator,This indicates whether the payment term is active or inactive. EXAMPLE 1 is active and 0 is inactive.,,ADC,Payment Term,Active Flag,Indicator,Boolean,%1c,,,2,,,,0..1
Base,109,IDBIE,BAS Project,1,Project ID,ADC_ Project. ID,The unique identifier for the project. Typically auto-generated by the system.,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,Project,Identification,Identifier,String,%60s,,,1,PK,,,1..1
Base,110,BBIE,BAS Project,2,Project Code,ADC_ Project. Project. Code,The code of the project.,,ADC,Project,Project,Code,String,%80s,,,1,,,,1..1
Base,111,BBIE,BAS Project,3,Project Name,ADC_ Project. Project. Name,The name of the project related to operation and administration.,,ADC,Project,Project,Name,String,%80s,,,1,,,,1..1
Base,112,BBIE,BAS Project,4,Project Beginning Date,ADC_ Project. Beginning. Date,The beginning date of the project.,,ADC,Project,Beginning,Date,Date,%10c,,,2,,,,0..1
Base,113,BBIE,BAS Project,5,Project Ending Date,ADC_ Project. Ending. Date,The ending date of the project.,,ADC,Project,Ending,Date,Date,%10c,,,2,,,,0..1
Base,114,BBIE,BAS Project,6,Active Flag,ADC_ Project. Active Flag. Indicator,This indicates whether the project is active or inactive. EXAMPLE 1 is active and 0 is inactive.,,ADC,Project,Active Flag,Indicator,Boolean,%1c,,,2,,,,0..1
Base,115,RBIE,BAS Project,7,Business Segment X,ADC_ Project. X. ADC_ Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",gl-bus:organizationIdentifier,ADC,Project,X,,String,%25s,ADC,Business Segment,1,,,,1..n
Base,116,IDBIE,BAS Bank Account,1,Bank Account Number,ADC_ Bank Account. ID,"The number of the account opened in institutions, for example, bank, financial institution and settlement center. ISO 13616 is recommended if applicable.",gl-cor:identifierCode with gl-cor:identifierCategory = bank,ADC,Bank Account,Identification,Identifier,String,%60s,,,1,PK,,,1..1
Base,117,BBIE,BAS Bank Account,2,Bank Account Name,ADC_ Bank Account. Bank Account. Name,"The name of the account opened in institutions, for example, bank, financial institution and settlement center.",,ADC,Bank Account,Bank Account,Name,String,%128s,,,1,,,,1..1
Base,118,BBIE,BAS Bank Account,3,Bank Code,ADC_ Bank Account. Bank Code,The code of the financial institution (ISO 9362 or ISO 17442). ISO 17442 is preferred. One reason is that bank branch identifier will not change due to location movement.,,ADC,Bank Account,Bank Code,Code,String,%80s,,,1,,,,1..1
Base,119,BBIE,BAS Bank Account,4,Bank Name,ADC_ Bank Account. Bank Name,"The full name of the institution, for example, bank, financial institution and settlement center.",,ADC,Bank Account,Bank Name,Name,String,%200s,,,1,,,,1..1
Base,120,BBIE,BAS Bank Account,5,Branch Code,ADC_ Bank Account. Branch Code,The code of the institution's branch.,,ADC,Bank Account,Branch Code,Code,String,%80s,,,1,,,,1..1
Base,121,BBIE,BAS Bank Account,6,Branch Name,ADC_ Bank Account. Branch Name,The full name of the institution's branch.,,ADC,Bank Account,Branch Name,Name,String,%200s,,,1,,,,1..1
Base,122,BBIE,BAS Bank Account,7,Branch Country,ADC_ Bank Account. Physical_ Country. Code,The country code where the branch is physically located (ISO 3166-1).,,ADC,Bank Account,Country,Code,String,%3s,,,2,,,,0..1
Base,123,BBIE,BAS Bank Account,8,Branch Region,ADC_ Bank Account. Branch Region,"Sub-region within country; in the U.S., this would be a state; in Canada it would be a province.",,ADC,Bank Account,Branch Region,Text,String,%25s,,,2,,,,0..1
Base,124,BBIE,BAS Bank Account,9,Active Flag,ADC_ Bank Account. Active Flag. Indicator,This indicates whether the bank account is active or inactive. EXAMPLE 1 is active and 0 is inactive.,,ADC,Bank Account,Active Flag,Indicator,Boolean,%1c,,,2,,,,0..1
Base,125,RBIE,BAS Bank Account,10,Business Segment X,ADC_ Bank Account. X. ADC_ Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",gl-bus:organizationIdentifier,ADC,Bank Account,X,,String,%25s,ADC,Business Segment,1,,,,1..n
Base,126,IDBIE,BAS Tax Regulatory,1,Regulator Code,ADC_ Tax Regulatory. ID,The code of the regulator or jurisdiction.,gl-cor:taxCode,ADC,Tax Regulatory,Identification,Identifier,String,%25s,,,1,PK,,,1..1
Base,127,BBIE,BAS Tax Regulatory,2,Regulator Country,ADC_ Tax Regulatory. Physical_ Country. Code,The country code where the regulator is located (ISO 3166-1).,gl-bus:identifierCountry,ADC,Tax Regulatory,Country,Code,String,%3s,,,1,,,,1..1
Base,128,BBIE,BAS Tax Regulatory,3,Regulator Region,ADC_ Tax Regulatory. Regulator Region,The sub-region within a country. EXAMPLE In the U.S. this would be a state and in Canada this would be a province.,gl-bus:identifierStateOrProvince,ADC,Tax Regulatory,Regulator Region,Text,String,%25s,,,1,,,,1..1
Base,129,BBIE,BAS Tax Regulatory,4,Regulator Name,ADC_ Tax Regulatory. Regulator Name,The name of the regulator for which tax is withheld or accrued.,gl-cor:taxAuthority AND gl-cor:gl-cor:identifierAuthority,ADC,Tax Regulatory,Regulator Name,Name,String,%100s,,,1,,,,1..1
Base,130,BBIE,BAS Tax Regulatory,5,Regulator Role,ADC_ Tax Regulatory. Regulator Role. Code,"The role of the regulator: federal, regional or local.",gl-bus:dmJurisdiction,ADC,Tax Regulatory,Regulator Role,Code,String,%20s,,,1,,,,1..1
Base,131,RBIE,BAS Tax Regulatory,6,Regulator Payable Account NUM,ADC_ Tax Regulatory. Payable _ GL Account Number. ADC_ Chart Of Accounts,The GL account used to reflect amounts payable to the regulator. Shall match the GL_Account_Number in BAS_Chart_Of_Accounts table.,gl-cor:accountMainID,ADC,Tax Regulatory,GL Account Number,,String,%100s,ADC,Chart Of Accounts,1,REF,GL_Account_Number,BAS_Chart_Of_Accounts,1..1
Base,132,RBIE,BAS Tax Regulatory,7,Regulator Accrual Account NUM,ADC_ Tax Regulatory. Accrual_ GL Account Number. ADC_ Chart Of Accounts,The GL account used to reflect accruals due to the regulator. Shall match the GL_Account_Number in BAS_Chart_Of_Accounts table.,gl-cor:accountMainID,ADC,Tax Regulatory,GL Account Number,,String,%100s,ADC,Chart Of Accounts,1,REF,GL_Account_Number,BAS_Chart_Of_Accounts,1..1
Base,133,RBIE,BAS Tax Regulatory,8,Regulator Expense Account NUM,ADC_ Tax Regulatory. Expense_ GL Account Number. ADC_ Chart Of Accounts,The GL account used to reflect expense related to the regulator. Shall match the GL_Account_Number in BAS_Chart_Of_Accounts table.,gl-cor:accountMainID,ADC,Tax Regulatory,GL Account Number,,String,%100s,ADC,Chart Of Accounts,1,REF,GL_Account_Number,BAS_Chart_Of_Accounts,1..1
Base,134,IDBIE,BAS Tax Regulatory,9,Regulator ID,ADC_ Tax Regulatory. ID,The ID assigned/generated by the regulator for the reporting organization to the regulator.,gl-cor:identifierAuthorityCode,ADC,Tax Regulatory,identification,identifier,String,%25s,,,1,,,,1..1
Base,135,RBIE,BAS Tax Regulatory,10,Regulator Reporting ORG,ADC_ Tax Regulatory. Regulator Reporting. ADC_ Business Segment,The code of the reporting organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.,gl-bus:organizationIdentifier,ADC,Tax Regulatory,Regulator Reporting,,String,%25s,ADC,Business Segment,1,REF,Business_Segment_Code,BAS_Business_Segment,1..n
Base,136,BBIE,BAS Tax Regulatory,11,Regulator Active Flag,ADC_ Tax Regulatory. Active Flag. Indicator,This indicates whether the Regulator_Code is active or inactive. EXAMPLE 1 is active and 0 is inactive.,gl-cor:identifierActive,ADC,Tax Regulatory,Active Flag,Indicator,Boolean,%1c,,,1,,,,1..1
Base,137,RBIE,BAS Tax Regulatory,12,Business Segment X,ADC_ Tax Regulatory. X. ADC_ Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",gl-bus:organizationIdentifier,ADC,Tax Regulatory,X,,String,%25s,ADC,Business Segment,1,,,,1..n
Base,138,IDBIE,BAS Tax Type,1,Tax Type Code,ADC_ Tax Type. ID,"A code used to refer to this tax type, used as a key or cross-reference in files. EXAMPLE Using 004 to represent the income tax, 005 to represent the tariff, and 006 to represent the value added tax.","gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,Tax Type,Identification,Identifier,String,%25s,,,1,PK,,,1..1
Base,139,BBIE,BAS Tax Type,2,Tax Name,ADC_ Tax Type. Tax. Name,"The name of the tax type. EXAMPLE Income tax, Tariff and Value added tax.",,ADC,Tax Type,Tax,Name,String,%100s,,,1,,,,1..1
Base,140,RBIE,BAS Tax Type,3,Regulator Code,ADC_ Tax Type. Regulator. ADC_ Tax Regulatory,The code of the regulator for this tax. Shall match the Regulator_Code in the BAS_Tax_Regulatory table.,,ADC,Tax Type,Regulator,,String,%25s,ADC,Tax Regulatory,1,REF,Regulator_Code,BAS_Tax_Regulatory,1..1
Base,141,BBIE,BAS Tax Type,4,Tax Type Description,ADC_ Tax Type. Description,The description of the tax type.,gl-cor:entryComment,ADC,Tax Type,Description,Text,String,%100s,,,1,,,,1..1
Base,142,BBIE,BAS Tax Type,5,Tax Code Description,ADC_ Tax Type. Description,"The description of the tax code, subdivision of the tax type. EXAMPLE Lower percentage applicable for common goods.",gl-cor:entryComment,ADC,Tax Type,Description,Text,String,%1000s,,,1,,,,1..1
Base,143,BBIE,BAS Tax Type,6,Tax Percentage,ADC_ Tax Type. Tax. Percentage,Default percentage for this combination of tax type and tax code. Can as of the Extracted_Date from Profile table.,,ADC,Tax Type,Tax,Percentage,Decimal,%11.6f,,,1,,,,1..1
Base,144,RBIE,BAS Tax Type,7,Business Segment X,ADC_ Tax Type. X. ADC_ Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",gl-bus:organizationIdentifier,ADC,Tax Type,X,,String,%25s,ADC,Business Segment,1,,,,1..n
Base,145,IDBIE,BAS Customized ACC Segment,1,Customized ACC Segment Code,ADC_ Customized Account Segment. ID,"The code of customized account segment which audit data needs to be used; this does not include the fixed account segment having been identified; for example, unlike customer, budget information is not included in the Base module as an individual table, therefore budget can be identified as a customized account segment.","gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,Customized Account Segment,Identification,Identifier,String,%60s,,,1,PK,,,1..1
