Module	#	Kind	Table	No.	Name	DictionaryEntryName	Description	XBRL_GL_TaxonomyElement	ObjectClassTermQualifier	ObjectClassTerm	PropertyTermQualifier	PropertyTerm	DatatypeQualifier	RepresentationTerm	AssociatedObjectClassTermQualifier	AssociatedObjectClass	Datatype	Representation	Level	Key	RefField	RefTable	OccurrenceMin	OccurrenceMax
Base	11	BBIE	BAS Journal Entry Type	2	Journal Entry Type Name	ADC_ Journal Entry Type. JE Type. Name	"The name of the journal entry type. This is usually categorized by business to satisfy an internal control need and/or to facilitate sorting and querying; for example, journal entries could be classified based on whether the transaction involves cash. In this case there may be cash receipt entry, cash disbursement entry, and non-cash entry of adjusting that is the recording of interest revenue earned and wages payable, estimation that is the recording depreciation, and bad-debt expenses, and/or correction that makes entries to counteract the effects of errors found in the general ledger."		ADC	Journal Entry Type		JE Type		Name			String	%60s	1				1	1
Base	11	BBIE	BAS Journal Entry Type	3	Journal Entry Type Abbreviation	ADC_ Journal Entry Type. Abbreviation	The abbreviation of the journal entry type.		ADC	Journal Entry Type		Abbreviation		Text			String	%30s	2				0	1
Base	11	BBIE	BAS Journal Entry Type	4	Active Flag	ADC_ Journal Entry Type. Active Flag. Indicator	This indicates whether the JE type is active or inactive. EXAMPLE 1 is active and 0 is inactive.		ADC	Journal Entry Type		Active Flag		Indicator			Boolean	%1c	2				0	1
Base	12	ABIE	BAS Bill Type	0		ADC_ Bill Type. Details	"The information of bill type, for example, bank draft, commercial draft, promissory note and check are contained, is contained in Table 26. Bills are frequently used in the business cycle of sales and purchase, as evidence of debt, payment and/or settlement instrument."		ADC	Bill Type													0	n
Base	12	IDBIE	BAS Bill Type	1	Bill Type Code	ADC_ Bill Type. ID	"The code of the bill type. EXAMPLE Using 004 to represent bank draft, 005 to represent promissory note, and 006 to represent check."	"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Bill Type		Identification		Identifier			String	%60s	1	PK			1	1
Base	12	BBIE	BAS Bill Type	2	Bill Type Name	ADC_ Bill Type. Bill Type Name	"The name of the bill type. EXAMPLE Bank draft, commercial draft, promissory note and check."		ADC	Bill Type		Bill Type Name		Name			String	%60s	1				1	1
Base	12	BBIE	BAS Bill Type	3	Active Flag	ADC_ Bill Type. Active Flag. Indicator	This indicates whether the bill type is active or inactive. EXAMPLE 1 is active and 0 is inactive.		ADC	Bill Type		Active Flag		Indicator			Boolean	%1c	2				0	1
Base	13	ABIE	BAS Settlement Method	0		ADC_ Settlement Method. Details	"The information on methods used to settle transactions is contained in Table 28. Businesses can adopt various methods to settle transactions and transfer money, especially in sales and purchase activities. Typical settlement methods include: cash settlements, issuing bills, using credit cards, bank remittances and bank collections."		ADC	Settlement Method													0	n
Base	13	IDBIE	BAS Settlement Method	1	Settlement Method Code	ADC_ Settlement Method. ID	"The code of the settlement method. Various methods can be used to settle transactions and transfer money; for example, 001 for cash, 002 for bills, 003 for credit card, 004 for remittance, and 005 for bank collection."	gl-bus:paymentMethod	ADC	Settlement Method		Identification		Identifier			String	%60s	1	PK			1	1
Base	13	BBIE	BAS Settlement Method	2	Settlement Method Name	ADC_ Settlement Method. Settlement Method. Name	"The name of the settlement method. EXAMPLE Cash settlement, issuing bills, credit card, bank remittance and bank collection."	gl-cor:documentTypeDescription	ADC	Settlement Method		Settlement Method		Name			String	%60s	1				1	1
Base	13	BBIE	BAS Settlement Method	3	Active Flag	ADC_ Settlement Method. Active Flag. Indicator	This indicates whether the settlement method is active or inactive. EXAMPLE 1 is active and 0 is inactive.		ADC	Settlement Method		Active Flag		Indicator			Boolean	%1c	2				0	1
Base	14	ABIE	BAS Currency	0		ADC_ Currency. Details	The information of the currency is contained in Table 30.		ADC	Currency													0	n
Base	14	IDBIE	BAS Currency	1	Currency Code	ADC_ Currency. ID	The code of the currency (ISO 4217).		ADC	Currency		Identification		Identifier			String	%3c	1	PK			1	1
Base	14	BBIE	BAS Currency	2	Currency Name	ADC_ Currency. Currency. Name	The name of the currency in the accounting and/or ERP system.		ADC	Currency		Currency		Name			String	%30s	1				1	1
Base	14	BBIE	BAS Currency	3	Minor Unit	ADC_ Currency. Minor Unit. Numeric	"The unit of recorded value which is a division of the respective unit of currency. Minor unit shows the decimal relationship between such unit and the currency itself (ISO 4217). Number 0 means that there is no minor unit for that currency, whereas number 1, 2, 3, etc. signify a ratio of 10:1, 100:1, 1 000:1, etc. respectively. EXAMPLE The US cent is a one hundredth part of the US dollar; the GB penny is a one hundredth part of the pound sterling. The minor unit number for both is 2."		ADC	Currency		Minor Unit		Numeric			Integer	%1d	2				0	1
Base	14	BBIE	BAS Currency	4	Active Flag	ADC_ Currency. Active Flag. Indicator	This indicates whether Currency_Code is active or inactive. EXAMPLE 1 is active and 0 is inactive.		ADC	Currency		Active Flag		Indicator			Boolean	%1c	2				0	1
Base	15	ABIE	BAS Measurement Unit	0		ADC_ Measurement Unit. Details	"The information of the measurement unit (UOM) used in the modules of general ledger, sales, purchase, inventory and PPE is contained in Table 32."		ADC	Measurement Unit													0	n
Base	15	IDBIE	BAS Measurement Unit	1	UOM Code	ADC_ Measurement Unit. ID	The code of the measurement unit.		ADC	Measurement Unit		Identification		Identifier			String	%80s	1	PK			1	1
Base	15	BBIE	BAS Measurement Unit	2	UOM Name	ADC_ Measurement Unit. UOM. Name	"The name of the measurement unit for measuring the quantity of the material, etc."		ADC	Measurement Unit		UOM		Name			String	%80s	1				1	1
Base	15	BBIE	BAS Measurement Unit	3	UOM Abbreviation	ADC_ Measurement Unit. Abbreviation	"The abbreviation of the measurement unit's name. EXAMPLE Kilogram is recorded as ""kg"" and square meter is recorded as ""sq.m""."		ADC	Measurement Unit		Abbreviation		Text			String	%40s	1				1	1
Base	15	BBIE	BAS Measurement Unit	4	Active Flag	ADC_ Measurement Unit. Active Flag. Indicator	This indicates whether the UOM_Code is active or inactive. EXAMPLE 1 is active and 0 is inactive.		ADC	Measurement Unit		Active Flag		Indicator			Boolean	%1c	2				0	1
Base	16	ABIE	BAS Payment Term	0		ADC_ Payment Term. Details	"The details of the payment term, which is applied and referenced in the purchase and sales modules, are contained in Table 34. The payment term refers to the condition of a sale/purchase agreement and is related to how the customer will pay (type of credit instrument), and especially how much time is allowed for payment (credit period) and discount (cash discount and discount period)."		ADC	Payment Term													0	n
Base	16	IDBIE	BAS Payment Term	1	Payment Term Code	ADC_ Payment Term. ID	"The code of the payment term. EXAMPLE Terms of 2/10, net 60 could be quoted. This means that customers have 60 days from the invoice date to pay the full amount. However, if payment is made within 10 days, a 2 percent cash discount can be taken."	"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Payment Term		Identification		Identifier			String	%80s	1	PK			1	1
Base	16	BBIE	BAS Payment Term	2	Payment Term Name	ADC_ Payment Term. Payment Term. Name	The full name of the payment term.		ADC	Payment Term		Payment Term		Name			String	%200s	1				1	1
Base	16	BBIE	BAS Payment Term	3	Payment Term Line Number	ADC_ Payment Term. Line Number. Code	The number of the lines according to the Payment_Term_Code value. This number is generated either by manual input or by the system.	"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Payment Term		Line Number		Code			String	%10s	1				1	1
Base	16	BBIE	BAS Payment Term	4	Payment Term Line Description	ADC_ Payment Term. Description	"The detailed description of the payment term's line. EXAMPLE Payment due date, discount days, and discount percentage."	gl-cor:entryComment	ADC	Payment Term		Description		Text			String	%1000s	1				1	1
Base	16	BBIE	BAS Payment Term	5	Active Flag	ADC_ Payment Term. Active Flag. Indicator	This indicates whether the payment term is active or inactive. EXAMPLE 1 is active and 0 is inactive.		ADC	Payment Term		Active Flag		Indicator			Boolean	%1c	2				0	1
Base	17	ABIE	BAS Project	0		ADC_ Project. Details	"The detailed information related to the project, for example, construction project, government or business-funded research project are contained, is contained in Table 36. Projects are commonly administered separately and could be subject to being audit in accordance with regulatory and/or managerial requirements. The audit of a project is a thorough examination of the management, execution, methodology, procedures, records, budgets, expenditures, and the degree of completion. It is referenced in several modules including the GL, AR, AP and Inventory."		ADC	Project													0	n
Base	17	IDBIE	BAS Project	1	Project ID	ADC_ Project. ID	The unique identifier for the project. Typically auto-generated by the system.	"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Project		Identification		Identifier			String	%60s	1	PK			1	1
Base	17	BBIE	BAS Project	2	Project Code	ADC_ Project. Project. Code	The code of the project.		ADC	Project		Project		Code			String	%80s	1				1	1
Base	17	BBIE	BAS Project	3	Project Name	ADC_ Project. Project. Name	The name of the project related to operation and administration.		ADC	Project		Project		Name			String	%80s	1				1	1
Base	17	BBIE	BAS Project	4	Project Beginning Date	ADC_ Project. Beginning. Date	The beginning date of the project.		ADC	Project		Beginning		Date			Date	%10c	2				0	1
Base	17	BBIE	BAS Project	5	Project Ending Date	ADC_ Project. Ending. Date	The ending date of the project.		ADC	Project		Ending		Date			Date	%10c	2				0	1
Base	17	BBIE	BAS Project	6	Active Flag	ADC_ Project. Active Flag. Indicator	This indicates whether the project is active or inactive. EXAMPLE 1 is active and 0 is inactive.		ADC	Project		Active Flag		Indicator			Boolean	%1c	2				0	1
Base	17	RBIE	BAS Project	7	Business Segment X	ADC_ Project. X. ADC_ Business Segment	"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity."	gl-bus:organizationIdentifier	ADC	Project		X			ADC	Business Segment	String	%25s	1				1	n
Base	18	ABIE	BAS Bank Account	0		ADC_ Bank Account. Details	The details of a bank account are contained in Table 38.		ADC	Bank Account													0	n
Base	18	IDBIE	BAS Bank Account	1	Bank Account Number	ADC_ Bank Account. ID	"The number of the account opened in institutions, for example, bank, financial institution and settlement center. ISO 13616 is recommended if applicable."	"gl-cor:identifierCode with gl-cor:identifierCategory = ""bank"""	ADC	Bank Account		Identification		Identifier			String	%60s	1	PK			1	1
Base	18	BBIE	BAS Bank Account	2	Bank Account Name	ADC_ Bank Account. Bank Account. Name	"The name of the account opened in institutions, for example, bank, financial institution and settlement center."		ADC	Bank Account		Bank Account		Name			String	%128s	1				1	1
Base	18	BBIE	BAS Bank Account	3	Bank Code	ADC_ Bank Account. Bank Code	The code of the financial institution (ISO 9362 or ISO 17442). ISO 17442 is preferred. One reason is that bank branch identifier will not change due to location movement.		ADC	Bank Account		Bank Code		Code			String	%80s	1				1	1
Base	18	BBIE	BAS Bank Account	4	Bank Name	ADC_ Bank Account. Bank Name	"The full name of the institution, for example, bank, financial institution and settlement center."		ADC	Bank Account		Bank Name		Name			String	%200s	1				1	1
Base	18	BBIE	BAS Bank Account	5	Branch Code	ADC_ Bank Account. Branch Code	The code of the institution's branch.		ADC	Bank Account		Branch Code		Code			String	%80s	1				1	1
Base	18	BBIE	BAS Bank Account	6	Branch Name	ADC_ Bank Account. Branch Name	The full name of the institution's branch.		ADC	Bank Account		Branch Name		Name			String	%200s	1				1	1
Base	18	BBIE	BAS Bank Account	7	Branch Country	ADC_ Bank Account. Physical_ Country. Code	The country code where the branch is physically located (ISO 3166-1).		ADC	Bank Account	Physical	Country		Code			String	%3s	2				0	1
Base	18	BBIE	BAS Bank Account	8	Branch Region	ADC_ Bank Account. Branch Region	"Sub-region within country; in the U.S., this would be a state; in Canada it would be a province."		ADC	Bank Account		Branch Region		Text			String	%25s	2				0	1
Base	18	BBIE	BAS Bank Account	9	Active Flag	ADC_ Bank Account. Active Flag. Indicator	This indicates whether the bank account is active or inactive. EXAMPLE 1 is active and 0 is inactive.		ADC	Bank Account		Active Flag		Indicator			Boolean	%1c	2				0	1
Base	18	RBIE	BAS Bank Account	10	Business Segment X	ADC_ Bank Account. X. ADC_ Business Segment	"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity."	gl-bus:organizationIdentifier	ADC	Bank Account		X			ADC	Business Segment	String	%25s	1				1	n
Base	19	ABIE	BAS Tax Regulatory	0		ADC_ Tax Regulatory. Details	"The regulatory information related to taxes is contained in Table 40. For example, regulator country, region, name and role are contained."		ADC	Tax Regulatory													0	n
