seq,module,ObjectClassTermQualifier,ObjectClassTerm,num,Kind,Name,Occurrence,PropertyTerm,RepresentationTerm,AssociatedObjectClassTermQualifier,AssociatedObjectClass,ReferencedObjectClassQualifier,ReferencedObjectClass,Description,DictionaryEntryName,Table,PK_REF,RefField,RefTable,Datatype,Representation,XBRLGL
1140,Master Files,,Supplier,12,BBIE,Supplier Group,0..1,Group,Code,,,,,Supplier group assignments when the organization segments the suppliers.,Supplier. Group. Code,BAS Supplier,,,,String,%100s,gl-cor:identifierCategory
1141,Master Files,,Supplier,13,BBIE,Inactive Date,0..1,Inactive,Date,,,,,"The date the supplier was declared inactive. For example a supplier may become inactive due to exceeding credit limit, legal restrictions, contract termination or bankruptcy etc.",Supplier. Inactive. Date,BAS Supplier,,,,Date,%10c,gl-cor:confirmedDate
1142,Master Files,,Supplier,14,BBIE,Transaction Credit Limit,0..1,Transaction Credit Limit,Amount,,,,,The per invoice credit limit established for this supplier.,Supplier. Transaction Credit Limit. Amount,BAS Supplier,,,,Decimal,%22.4f,gl-muc:amountRestatedAmount
1143,Master Files,,Supplier,15,BBIE,Total Credit Limit,0..1,Total Credit Limit,Amount,,,,,The credit limit for the total outstanding balance approved for the supplier.,Supplier. Total Credit Limit. Amount,BAS Supplier,,,,Decimal,%22.4f,gl-cor:amount
1144,Master Files,,Supplier,16,BBIE,Terms Discount Percentage,0..1,Terms Discount,Percentage,,,,,"The discount percentage the supplier can provide if an invoice is paid before a certain number of days. In the flat file, terms are represented as integers to decimal place. EXAMPLE 10% would be represented as 0.10.",Supplier. Terms Discount. Percentage,BAS Supplier,,,,Decimal,%5.4f,gl-cor:terms
1145,Master Files,,Supplier,17,BBIE,Terms Discount Days,0..1,Terms Discount Days,Numeric,,,,,The number of days from the invoice date the supplier provides for the customer to take advantage of discounted terms. Terms are represented as integers with no decimal places. EXAMPLE 10 days would be represented as 10.,Supplier. Terms Discount Days. Numeric,BAS Supplier,,,,Integer,%6d,See description for field
1146,Master Files,,Supplier,18,BBIE,Terms Due Days,0..1,Terms Due Days,Numeric,,,,,The number of days allowed to meet the obligation before an invoice becomes overdue.,Supplier. Terms Due Days. Numeric,BAS Supplier,,,,Integer,%6d,See description for field; explicit in gl-cor:maturityDate
1147,Master Files,,Supplier,19,ASBIE,Activity Records,0..1,Recorded,,,Activity Records,,,The activity records on this data entry.,Supplier. Recorded. Activity Records,BAS Supplier,,,,,,Use corresponding element of XBRL GL taxonomy.
1148,Master Files,,Chart Of Accounts,0,ABIE,Chart Of Accounts,0..n,Details,,,,,,"The information about GL accounts, including name, description, type and hierarchy is contained in Table 20. When it is cross-referred by other table(s), consistency shall apply. For example, in this table, the value of GL_Account_Number is 101, the value of GL_Account_Name is cash, and the value of Balance_Debit_Or_Credit is D, if the value of GL_Account_Number in GL_Tial_Balance table is 101, then the Amount corresponding with cash account (101) must be debit.",Chart Of Accounts. Details,BAS Chart Of Accounts,,,,,,
1149,Master Files,,Chart Of Accounts,1,IDBIE,GL Account Number,1..1,Identification,Identifier,,,,,The GL account number.,,BAS Chart Of Accounts,PK,,,String,%100s,gl-cor:accountMainID
1150,Master Files,,Chart Of Accounts,2,BBIE,GL Account Name,1..1,GL Account,Name,,,,,The name of the GL account.,Chart Of Accounts. GL Account. Name,BAS Chart Of Accounts,,,,String,%100s,gl-cor:accountMainDescription
1151,Master Files,,Chart Of Accounts,3,BBIE,GL Account Description,0..1,Description,Text,,,,,The label or description associated with the GL_Account_Number.,Chart Of Accounts. Description. Text,BAS Chart Of Accounts,,,,String,%1000s,gl-cor:accountTypeDescription
1152,Master Files,,Chart Of Accounts,4,BBIE,FS Caption,1..1,Caption,Text,,,,,"The financial statement caption represents a related group of accounts. EXAMPLE Cash and cash equivalents, accounts payable and cost of sales. The caption can be at the trial balance level.",Chart Of Accounts. Caption. Text,BAS Chart Of Accounts,,,,String,%100s,gl-cor:summaryReportingElement
1153,Master Files,,Chart Of Accounts,5,BBIE,Account Type,1..1,Account Type,Code,,,,,"The type of account. EXAMPLE Assets, liabilities, equity, revenues and expenses.",Chart Of Accounts. Account Type. Code,BAS Chart Of Accounts,,,,String,%25s,gl-cor:mainAccountType
1154,Master Files,,Chart Of Accounts,6,BBIE,Account Subtype,1..1,Accountount Subtype,Code,,,,,The subtype of the account. EXAMPLE Current assets are the subtype of assets.,Chart Of Accounts. Accountount Subtype. Code,BAS Chart Of Accounts,,,,String,%25s,gl-cor:mainAccountTypeDescription
1155,Master Files,,Chart Of Accounts,7,BBIE,Account Hierarchy,0..1,Account Hierarchy,Numeric,,,,,"The corresponding level for account number in the account hierarchy. EXAMPLE Using 1 to represent assets, and 2 to represent the account subtype current assets.",Chart Of Accounts. Account Hierarchy. Numeric,BAS Chart Of Accounts,,,,Integer,%2d,
1156,Master Files,,Chart Of Accounts,8,RFBIE,Parent GL Account Number,1..1,Parent,,,,,Chart Of Accounts,"The number of the parent account in an account hierarchy. This is provided to allow more than the predefined levels of the hierarchy in the BAS_Chart_Of_Accounts table. When Parent_GL_Account_Number is the highest level, its value can be set to the default value; for example, set to NULL. Shall match the GL_Account_Number in BAS_Chart_Of_Accounts table.",Chart Of Accounts. GL Account Number. Chart Of Accounts,BAS Chart Of Accounts,REF,GL_Account_Number,BAS_Chart_Of_Accounts,String,%100s,
1157,Master Files,,Chart Of Accounts,9,BBIE,Balance Debit Or Credit,0..1,Debit Or Credit,indicator,,,,,"This field is used to indicate whether the natural balance of the account is a debit or credit balance by indicating D or C, where assets and expenses have a natural balance of debit, and liabilities, equity and revenues have a natural balance of credit.",Chart Of Accounts. Debit Or Credit. indicator,BAS Chart Of Accounts,,,,String,%1c,
1158,Master Files,,Chart Of Accounts,10,BBIE,Active Flag,0..1,Active Flag,Indicator,,,,,This indicates whether the GL account is active or inactive. EXAMPLE 1 is active and 0 is inactive.,Chart Of Accounts. Active Flag. Indicator,BAS Chart Of Accounts,,,,Boolean,%1c,
1159,Master Files,,Chart Of Accounts,11,RFBIE,Business Segment X,1..n,X,,,,,Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Chart Of Accounts. X. Business Segment,BAS Chart Of Accounts,,,,String,%25s,gl-bus:organizationIdentifier
1160,Master Files,,Fiscal Period,0,ABIE,Fiscal Period,0..n,Details,,,,,,"The information related to accounting period including the corresponding fiscal year, the beginning and ending date is contained in Table 22. The table captures the time range within a specific reporting period and year, in which business transactions and entries are accumulated into financial statements and other reports.",Fiscal Period. Details,BAS Accounting Period,,,,,,
1161,Master Files,,Fiscal Period,1,IDBIE,Fiscal Period ID,1..1,Identification,Identifier,,,,,The unique identifier for the accounting period.,,BAS Accounting Period,,,,,,
1162,Master Files,,Fiscal Period,2,BBIE,Fiscal Year,1..1,Fiscal Year,Code,,,,,"The fiscal year in which the calendar date occurs. The year shall be shown in four digits as YYYY, which is part of the extended format and the YYYYMM-DD in ISO 8601-1.",Fiscal Period. Fiscal Year. Code,BAS Accounting Period,PK,,,String,%4c,
1163,Master Files,,Fiscal Period,3,BBIE,Accounting Period,1..1,Period,Code,,,,,"The accounting period in which the calendar date occurs. EXAMPLE W1_W53 for weekly periods, M1_M12 for monthly periods, Q1_Q4 for quarterly periods, and from any beginning date to any ending date.",Fiscal Period. Period. Code,BAS Accounting Period,PK,,,String,%15s,
1164,Master Files,,Fiscal Period,4,BBIE,Begining Date,1..1,Beginning,Date,,,,,The calendar beginning date of the current accounting period.,Fiscal Period. Beginning. Date,BAS Accounting Period,,,,Date,%10c,
1165,Master Files,,Fiscal Period,5,BBIE,Ending Date,1..1,Ending,Date,,,,,The calendar ending date of the current accounting period.,Fiscal Period. Ending. Date,BAS Accounting Period,,,,Date,%10c,
1166,Master Files,,Settlement Method,0,ABIE,Settlement Method,0..n,Details,,,,,,"The information on methods used to settle transactions is contained in Table 28. Businesses can adopt various methods to settle transactions and transfer money, especially in sales and purchase activities. Typical settlement methods include: cash settlements, issuing bills, using credit cards, bank remittances and bank collections.",Settlement Method. Details,BAS Settlement Method,,,,,,
1167,Master Files,,Settlement Method,1,IDBIE,Settlement Method Code,1..1,Identification,Identifier,,,,,"The code of the settlement method. Various methods can be used to settle transactions and transfer money; for example, 001 for cash, 002 for bills, 003 for credit card, 004 for remittance, and 005 for bank collection.",,BAS Settlement Method,PK,,,String,%60s,gl-bus:paymentMethod
1168,Master Files,,Settlement Method,2,BBIE,Settlement Method Name,1..1,Settlement Method,Name,,,,,"The name of the settlement method. EXAMPLE Cash settlement, issuing bills, credit card, bank remittance and bank collection.",Settlement Method. Settlement Method. Name,BAS Settlement Method,,,,String,%60s,gl-cor:documentTypeDescription
1169,Master Files,,Settlement Method,3,BBIE,Active Flag,0..1,Active Flag,Indicator,,,,,This indicates whether the settlement method is active or inactive. EXAMPLE 1 is active and 0 is inactive.,Settlement Method. Active Flag. Indicator,BAS Settlement Method,,,,Boolean,%1c,
1170,Master Files,,Project,0,ABIE,Project,0..n,Details,,,,,,"The detailed information related to the project, for example, construction project, government or business-funded research project are contained, is contained in Table 36. Projects are commonly administered separately and could be subject to being audit in accordance with regulatory and/or managerial requirements. The audit of a project is a thorough examination of the management, execution, methodology, procedures, records, budgets, expenditures, and the degree of completion. It is referenced in several modules including the GL, AR, AP and Inventory.",Project. Details,BAS Project,,,,,,
1171,Master Files,,Project,1,IDBIE,Project ID,1..1,Identification,Identifier,,,,,The unique identifier for the project. Typically auto-generated by the system.,,BAS Project,PK,,,String,%60s,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
1172,Master Files,,Project,2,BBIE,Project Code,1..1,Project,Code,,,,,The code of the project.,Project. Project. Code,BAS Project,,,,String,%80s,
1173,Master Files,,Project,3,BBIE,Project Name,1..1,Project,Name,,,,,The name of the project related to operation and administration.,Project. Project. Name,BAS Project,,,,String,%80s,
1174,Master Files,,Project,4,BBIE,Project Beginning Date,0..1,Beginning,Date,,,,,The beginning date of the project.,Project. Beginning. Date,BAS Project,,,,Date,%10c,
1175,Master Files,,Project,5,BBIE,Project Ending Date,0..1,Ending,Date,,,,,The ending date of the project.,Project. Ending. Date,BAS Project,,,,Date,%10c,
1176,Master Files,,Project,6,BBIE,Active Flag,0..1,Active Flag,Indicator,,,,,This indicates whether the project is active or inactive. EXAMPLE 1 is active and 0 is inactive.,Project. Active Flag. Indicator,BAS Project,,,,Boolean,%1c,
1177,Master Files,,Project,7,RFBIE,Business Segment X,1..n,X,,,,,Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Project. X. Business Segment,BAS Project,,,,String,%25s,gl-bus:organizationIdentifier
1178,Master Files,,Bank Account,0,ABIE,Bank Account,0..n,Details,,,,,,The details of a bank account are contained in Table 38.,Bank Account. Details,BAS Bank Account,,,,,,
1179,Master Files,,Bank Account,1,IDBIE,Bank Account Number,1..1,Identification,Identifier,,,,,"The number of the account opened in institutions, for example, bank, financial institution and settlement center. ISO 13616 is recommended if applicable.",,BAS Bank Account,PK,,,String,%60s,gl-cor:identifierCode with gl-cor:identifierCategory = bank
1180,Master Files,,Bank Account,2,BBIE,Bank Account Name,1..1,Bank Account,Name,,,,,"The name of the account opened in institutions, for example, bank, financial institution and settlement center.",Bank Account. Bank Account. Name,BAS Bank Account,,,,String,%128s,
1181,Master Files,,Bank Account,3,BBIE,Bank Code,1..1,Bank Code,Code,,,,,The code of the financial institution (ISO 9362 or ISO 17442). ISO 17442 is preferred. One reason is that bank branch identifier will not change due to location movement.,Bank Account. Bank Code. Code,BAS Bank Account,,,,String,%80s,
1182,Master Files,,Bank Account,4,BBIE,Bank Name,1..1,Bank Name,Name,,,,,"The full name of the institution, for example, bank, financial institution and settlement center.",Bank Account. Bank Name. Name,BAS Bank Account,,,,String,%200s,
1183,Master Files,,Bank Account,5,BBIE,Branch Code,1..1,Branch Code,Code,,,,,The code of the institution's branch.,Bank Account. Branch Code. Code,BAS Bank Account,,,,String,%80s,
1184,Master Files,,Bank Account,6,BBIE,Branch Name,1..1,Branch Name,Name,,,,,The full name of the institution's branch.,Bank Account. Branch Name. Name,BAS Bank Account,,,,String,%200s,
1185,Master Files,,Bank Account,7,BBIE,Branch Country,0..1,Country,Code,,,,,The country code where the branch is physically located (ISO 3166-1).,Bank Account. Country. Code,BAS Bank Account,,,,String,%3s,
1186,Master Files,,Bank Account,8,BBIE,Branch Region,0..1,Branch Region,Text,,,,,"Sub-region within country; in the U.S., this would be a state; in Canada it would be a province.",Bank Account. Branch Region. Text,BAS Bank Account,,,,String,%25s,
1187,Master Files,,Bank Account,9,BBIE,Active Flag,0..1,Active Flag,Indicator,,,,,This indicates whether the bank account is active or inactive. EXAMPLE 1 is active and 0 is inactive.,Bank Account. Active Flag. Indicator,BAS Bank Account,,,,Boolean,%1c,
1188,Master Files,,Bank Account,10,RFBIE,Business Segment X,1..n,X,,,,,Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Bank Account. X. Business Segment,BAS Bank Account,,,,String,%25s,gl-bus:organizationIdentifier
1189,Master Files,,Tax Regulatory,0,ABIE,Tax Regulatory,0..n,Details,,,,,,"The regulatory information related to taxes is contained in Table 40. For example, regulator country, region, name and role are contained.",Tax Regulatory. Details,BAS Tax Regulatory,,,,,,
1190,Master Files,,Tax Regulatory,1,IDBIE,Regulator Code,1..1,Identification,Identifier,,,,,The code of the regulator or jurisdiction.,,BAS Tax Regulatory,PK,,,String,%25s,gl-cor:taxCode
1191,Master Files,,Tax Regulatory,2,BBIE,Regulator Country,1..1,Country,Code,,,,,The country code where the regulator is located (ISO 3166-1).,Tax Regulatory. Country. Code,BAS Tax Regulatory,,,,String,%3s,gl-bus:identifierCountry
1192,Master Files,,Tax Regulatory,3,BBIE,Regulator Region,1..1,Regulator Region,Text,,,,,The sub-region within a country. EXAMPLE In the U.S. this would be a state and in Canada this would be a province.,Tax Regulatory. Regulator Region. Text,BAS Tax Regulatory,,,,String,%25s,gl-bus:identifierStateOrProvince
