Module	#	Kind	Table	Field #	Field Name	Level	Data Type	Length	XBRL GL Taxonomy Element	Referenced Table	Dictionary Entry Name	Description	Object Class Term Qualifier	Object Class Term	Property Term Qualifier	Property Term	Datatype Qualifier	Representation term	Associated Object Class Term Qualifier	Associated Object Class
GL	24	ASBIE	Trial Balance	12	Multi Currency Amount				with optional gl-cor:xbrlInclude = 'ending_balance'		ADS_ Trial Balance. Ending_ Balance. ADS_ Multi Currency Amount	Period ending balance amount recorded in the functional or group currency. No multicurrency translation should need to be performed on this amount because all are recorded in a single currency.	ADS	Trial Balance	Ending	Balance			ADS	Multi Currency Amount
GL	24	ASBIE	Trial Balance	15	SegmentX						ADS_ Trial Balance. Classified. ADS_ SegmentX		ADS	Trial Balance		Classified			ADS	SegmentX
GL	25	ABIE	GL Detail	0					". gl-cor:sourceJournalID is an enumerated list, promoting clearer understanding of the following:<br>  cd-cash disbursements (sending checks to vendors)<br>  cr-cash receipts (receiving checks from others)<br>  fa-fixed assets<br>  gi-giro or other bank adjustments<br>  gj-general journal<br>  im-inventory management<br>  jc-job cost<br>  pj-purchase journal (liabilities from purchases)<br>  pl-payroll journal<br>  sj-sales journal<br>  se-standard entries<br>  ud-user defined<br>  ot-other sources of entries<br>gl-cor:entriesType value = 'journal' or 'entries' [Entries] is used for a broad list of accounting journal entries; an enumerated value [journal] is used for a list of like entries when debits explicitly equal credits.<br>gl-cor: entriesComment value = 'ads:GL_Detail_YYYYMMDD_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation."		ADS_ General Ledger Line. Details	"The GL Detail table stores all the journal entry lines and includes all the journal entry header information as well. Each row in this table contains detailed information for transactions on each journal entry - such as the associated journal entry ID, the associated account number, and the debits or credits associated with the journal entry line. The file should be at the journal entry line level, not a more summarized level."	ADS	General Ledger Line						
GL	25	BBIE	GL Detail	1	Journal ID	1	TEXT	100	gl-cor:entryNumber		ADS_ General Ledger Line. ID	Identifier that is unique for each journal entry. May require concatenation of multiple fields.	ADS	General Ledger Line	Entry	Identification		Identifier		
GL	25	BBIE	GL Detail	2	Journal ID Line Number	1	TEXT	100	gl-cor:lineNumber		ADS_ General Ledger Line. ID	Identifier that is unique for each line within a journal entry.	ADS	General Ledger Line	Line	Identification		Identifier		
GL	25	BBIE	GL Detail	3	JE Header Description	1	TEXT	256	gl-cor:entryComment		ADS_ General Ledger Line. Header description	Description of the entire journal entry as described by the journal entry header.	ADS	General Ledger Line		Header description		Text		
GL	25	BBIE	GL Detail	4	JE Line Description	1	TEXT	256	gl-cor:detailComment		ADS_ General Ledger Line. line description	Description of the individual line within the journal entry.	ADS	General Ledger Line		line description		Text		
GL	25	RBIE	GL Detail	5	Source	1	TEXT	25	gl-cor:SourceJournalID (fixed/enumerated list) or gl-cor:sourceJournalDescription (free form)		ADS_ General Ledger Line. Originated. ADS_ Source	"Posting source (code for source from which the journal entry originated, such as sales journal, cash receipts journal, general journal, payroll journal, accountant manual entry, spreadsheet, and so on)."	ADS	General Ledger Line		Originated			ADS	Source
GL	25	RBIE	GL Detail	6	Business Unit Code	1	TEXT	25	gl-cor:accountSubID with gl-cor:accountSubType of 'Business_Unit'	Business_Unit_Listing	ADS_ General Ledger Line. Auditing. ADS_ Business Unit	"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited and for which the trial balance is generated. For example, you may use a code aligned with the concept of a reportable segment as defined in Financial Accounting Standards Board (FASB) Accounting Standards Codification (ASC) 280, Segment Reporting."	ADS	General Ledger Line		Auditing			ADS	Business Unit
GL	25	BBIE	GL Detail	7	Effective Date	1	DATE		gl-cor:postingDate		ADS_ General Ledger Line. Effective Date	"The date of the journal entry, no matter what date the entry is received or entered. This is sometimes referred to as the accounting date or accounting effective date. For example, if the user wants to see the financial results for the period ending March 5, 20X1, the journal entry can be created on any day during the open period and be assigned to the period ending March 5, 20X1."	ADS	General Ledger Line		Effective Date		Date		
GL	25	BBIE	GL Detail	8	Fiscal Year	1	TEXT	4	"gl-bus:fiscalYearEnd Note that gl-bus:fiscalYearEnd is at a higher level of the XBRL GL hierarchical structure than the detail lines are, an efficient structuring would include pre-grouping by bus:fiscalYearEnd"		ADS_ General Ledger Line. Fiscal year. Code	"Fiscal year in which Effective Date occurs - YYYY for delimited, CCYY-MM-DD fiscal year end (ISO 8601) for Extensible Business Reporting Language Global Ledger taxonomy framework (XBRL GL)."	ADS	General Ledger Line		Fiscal year		Code		
GL	25	BBIE	GL Detail	9	Period	1	TEXT	10	gl-bus:postingCode		ADS_ General Ledger Line. Period. Code	"Fiscal period in which the Effective Date occurs. Examples include W1 - W53 for weekly periods, M1 - M12 for monthly periods, and Q1 - Q4 for quarterly periods."	ADS	General Ledger Line		Period		Code		
GL	25	RBIE	GL Detail	10	GL Account Number	1	TEXT	100	gl-cor:accountMainID	Chart_Of_Accounts	ADS_ General Ledger Line. Posted GL Account Number. ADS_ Chart Of Accounts	Identifier for the GL financial account. The GL Account Number in this file must match the GL Account Number used in the Trial Balance and Chart Of Accounts files. Account Number may include alphanumeric characters.	ADS	General Ledger Line		Posted GL Account Number			ADS	Chart Of Accounts
GL	25	ASBIE	GL Detail	11	Multi Currency Amount				gl-muc:multicurrencyDetail		ADS_ General Ledger Line. Monetary Amount. ADS_ Multi Currency Amount		ADS	General Ledger Line		Monetary Amount			ADS	Multi Currency Amount
GL	25	BBIE	GL Detail	12	Amount Credit Debit Indicator	1	TEXT	1	gl-cor:debitCreditCode		ADS_ General Ledger Line. Credit Debit Indicator	Indicates whether the amount is a credit or debit. 'C'=credit; 'D'=debit.	ADS	General Ledger Line		Credit Debit Indicator		Indicator		
GL	25	ASBIE	GL Detail	14	Entry Operation						ADS_ General Ledger Line. Transaction. ADS_ Entry Operation		ADS	General Ledger Line		Transaction			ADS	Entry Operation
GL	25	BBIE	GL Detail	25	Reversal Indicator	1	TEXT	1	gl-usk:reverse true = entry is to be reversed false with gl-usk:reversingDate = provided = entry is a reversal not provided = none of the above.		ADS_ General Ledger Line. Reversal indicator. Indicator	"Indicates whether this entry is a reversal or to be reversed. '1'=entry is a reversal, '2'=entry is to be reversed, and empty ('')=none of the above or system generated indicators. For XBRL GL, this is a Boolean, in which 'true' indicates it is to be reversed; 'false' with provision of a reversingDate indicates the entry is a reversal."	ADS	General Ledger Line		Reversal indicator		Indicator		
GL	25	RBIE	GL Detail	26	Reversal Journal ID	2	TEXT	100	gl-usk:reversingStdId	GL_Detail	ADS_ General Ledger Line. Reversal. ADS_ Journal Entry	"When the Reversal Indicator=1, this identifies the Journal ID of the entry being reversed."	ADS	General Ledger Line		Reversal			ADS	Journal Entry
GL	25	ASBIE	GL Detail	27	SegmentX						ADS_ General Ledger Line. Classified. ADS_ SegmentX		ADS	General Ledger Line		Classified			ADS	SegmentX
GL	26	ABIE	Source Listing	0					gl-cor:entriesType value = 'other' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor:entriesComment value = 'ads:Source_Listing' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation.		ADS_ General Ledger Source. Details	"The source code listing provides additional information about the sources provided in the GL Detail file. Each source should have a description, which ERP module or subledger it originates in, along with information relating to the business process it is a part of."	ADS	General Ledger Source						
GL	26	BBIE	Source Listing	1	Source	1	TEXT	25	gl-cor:sourceJournalID if an enumerated set is feasible; gl-cor:sourceJournalDescription otherwise.		ADS_ General Ledger Source. ID	"Posting source (code for source from which the journal entry originated, such as sales journal, cash receipts journal, general journal, payroll journal, accountant manual entry, spreadsheet, and so on). The code must be a unique indication for the underlying source. Must match the source field in the GL Detail file."	ADS	General Ledger Source		Identification		Identifier		
GL	26	BBIE	Source Listing	2	Source Description	1	TEXT	100	gl-bus:batchDescription if gl-cor:sourceJournalDescription is used above.		ADS_ General Ledger Source. Description	"A plain English description of the source. Some of the more common journals are purchases, sales, cash receipts, cash disbursements, and general journal."	ADS	General Ledger Source		Description		Text		
GL	26	BBIE	Source Listing	3	ERP Subledger Module	2	TEXT	100	gl-bus:measurableDescription		ADS_ General Ledger Source. ERP Subledger Module	"Description of the subledger or ERP module the journal entry originated from. Should tie back to a system or significant accounting process. In some instances, may be represented by source."	ADS	General Ledger Source		ERP Subledger Module		Text		
GL	26	BBIE	Source Listing	4	System Manual Identifier	2	TEXT	1	gl-bus: entryOrigin		ADS_ General Ledger Source. System Manual. Indicator	Define if the source creates system- generated or manually entered journal entries. Provide an 'S' or 'M' for the value.	ADS	General Ledger Source		System Manual		Indicator		
GL	26	BBIE	Source Listing	5	Business Process Major	2	TEXT	100	gl-bus:measurableCodeDescription		ADS_ General Ledger Source. Business Process Major	"The major class of transaction associated with a business process (for example, sales)."	ADS	General Ledger Source		Business Process Major		Text		
GL	26	BBIE	Source Listing	6	Business Process Minor	2	TEXT	100	gl-bus:measurableCodeCategory		ADS_ General Ledger Source. Business Process Minor	"A subprocess of the major business process (for example - orders, returns, discounts, and so on)."	ADS	General Ledger Source		Business Process Minor		Text		
GL	67	ASBIE	AP Cash Application	10	Multi Currency Amount				gl-muc:multicurrencyDetail		ADS_ Accounts Payable Cash Application. Monetary Amount. ADS_ Multi Currency Amount		ADS	Accounts Payable Cash Application		Monetary Amount			ADS	Multi Currency Amount
O2C	6	ABIE	Customer Master	0					gl-cor:entriesType value = 'account' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor: entriesComment value = 'ads:Customer_Master_Listing_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation.		ADS_ Customer. Details	The Customer Master YYYYMMDD file may be requested to be generated more than once for the period under review to accommodate changes occurring during the period under review. The date the file is generated is recorded as part of the file name.	ADS	Customer						
O2C	6	BBIE	Customer Master	1	Customer Account ID	1	TEXT	100	gl-cor:identifierCode for internal # with gl-cor:identifierType = 'customer'		ADS_ Customer. ID	Identifier of the customer from whom payment is expected or to whom unused credits have been applied.	ADS	Customer		Identification		Identifier		
O2C	6	BBIE	Customer Master	2	Customer Account Name	1	TEXT	100	gl-cor:identifierDescription		ADS_ Customer. Name	The name of the customer.	ADS	Customer		Name		Text		
O2C	6	BBIE	Customer Master	3	Customer Group	2	TEXT	100	gl-cor:identifierCategory		ADS_ Customer. Group	"If the organization segments customers into groups, the group to which this customer is assigned."	ADS	Customer		Group		Text		
O2C	6	BBIE	Customer Master	10	Customer TIN	1	TEXT	100	gl-cor:identifierAuthorityCode for tax #		ADS_ Customer. Tax Identification Number. Code	The customer's tax identification number.	ADS	Customer		Tax Identification Number		Code		
O2C	6	ASBIE	Customer Master	11	Address						ADS_ Customer. Billing_ Address. ADS_ Address	The billing address of the customer.	ADS	Customer	Billing	Address			ADS	Address
O2C	6	BBIE	Customer Master	17	Active Date	2	DATE		XBRL GL uses gl-cor:identifierActive to note that the customer is currently active or inactive. gl-cor:dateAcknowledged		ADS_ Customer. Active Date	Date the customer declared active.	ADS	Customer		Active Date		Date		
O2C	6	BBIE	Customer Master	18	Inactive Date	2	DATE		gl-cor:confirmedDate		ADS_ Customer. Inactive Date	Date the customer was declared inactive.	ADS	Customer		Inactive Date		Date		
O2C	6	BBIE	Customer Master	19	Transaction Credit Limit	2	NUMERIC		gl-muc:amountRestatedAmount		ADS_ Customer. Transaction Credit Limit. Amount	The per invoice credit limit established for this customer.	ADS	Customer		Transaction Credit Limit		Amount		
O2C	6	BBIE	Customer Master	20	Overall Credit Limit	2	NUMERIC		gl-cor:amount		ADS_ Customer. Overall Credit Limit. Amount	The credit limit for this customer's total outstanding balance.	ADS	Customer		Overall Credit Limit		Amount		
O2C	6	BBIE	Customer Master	21	Terms Discount Percentage	2	NUMERIC		gl-cor:terms		ADS_ Customer. Terms Discount Percentage	"The discount percentage the customer may take if an invoice is paid before a certain number of days. In the flat file, terms are represented as digits to one decimal place (for example, 10% would be represented as 10.0). In extensible business reporting language global ledger taxonomy framework (XBRL GL), the three fields Terms Discount Percentage, Terms Discount Days and Terms Due Days would be entered in the form 'xx.x% dd Net dd,' such as 2% 10 Net 30 for 2% discount if paid within 10 days, with the net due in 30 days."	ADS	Customer		Terms Discount Percentage		Percentage		
