Module,Kind,,seq,Businessterm,Definition,Datatype,ObjectClassTermQualifier,ObjectClassTerm,PropertyTermQualifier,PropertyTerm,DatatypeQualifier,RepresentationTerm,AssociatedObjectClassTermQualifier,AssociatedObjectClass,Occurrence,Additional explanation,日本語訳,説明,追加説明,Example Value (値の例),Rules,Section,BIS extension,UBL syntax xPath,Data Type,Attributes - adjustments,Cardinality,CE 16931-3-1 Table 3 -- Alignment of cardinalities
Billing,BBIE,2,ibt-137,Invoice line allowance base amount,"The base amount that may be used, in conjunction with the Invoice line allowance percentage, to calculate the Invoice line allowance amount.",Amount,Invoice Line,Allowances,,Base amount,,Amount,,,0..1,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",請求書明細行の返還請求金額の基準金額,請求書明細行の返還請求率を乗じて請求書明細行の返還請求金額を算出する際に使用される基準金額。,数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,,Shared,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount,AmountType,,0..1,
Billing,BBIE,3,ibt-138,Invoice line allowance percentage,"The percentage that may be used, in conjunction with the Invoice line allowance base amount, to calculate the Invoice line allowance amount.",Percent,Invoice Line,Allowances,,Percentage,,Percent,,,0..1,"In the numerical representation, the decimal point is . (period), and the integer part is not separated by 1000 units.",請求書明細行の返還請求の率,請求書明細行の返還請求基準金額を乗じて請求書明細行の返還請求金額を算出する際に使用されるパーセント。,数値表現は、小数点はピリオド、整数部分の1000単位の区切りはなし。,,,Shared,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:MultiplierFactorNumeric,NumericType,,0..1,
Billing,BBIE,4,ibt-139,Invoice line allowance reason,"The reason for the Invoice line allowance, expressed as text. ",Text,Invoice Line,Allowances,,Reason,,Text,,,0..1,,請求書明細行の返還請求理由,請求書明細行の返還請求理由をテキストで表現。,,,"ibr-42,ibr-co-7",Shared,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReason,TextType,,0..n,CAR-3
Billing,BBIE,5,ibt-140,Invoice line allowance reason code,"The reason for the Invoice line allowance, expressed as a code.",Code,Invoice Line,Allowances,,Reason code,,Code,,,0..1,,請求書明細行の返還請求理由コード,請求書明細行の返還請求理由をコードで表現。,,,"ibr-42,ibr-co-7",Shared,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReasonCode,CodeType,,0..1,
Billing,ASBIE,15,ibg-28,INVOICE LINE CHARGES,A group of business terms providing information about charges and taxes other than TAX applicable to the individual Invoice line.,,,Invoice Line,,Defined,,,Invoice Line,Charges,0..n,,請求書明細行の追加請求,請求書明細行に適用可能な追加請求や消費税以外の税金に関する情報。,,,ibr-43,,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()],AllowanceChargeType,,0..n,
Billing,ABIE,0,ibg-28,INVOICE LINE CHARGES,A group of business terms providing information about charges and taxes other than TAX applicable to the individual Invoice line.,,Invoice Line,Charges,,Detail,,,,,0..n,,請求書明細行の追加請求,請求書明細行に適用可能な追加請求や消費税以外の税金に関する情報。,,,ibr-43,,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()],AllowanceChargeType,,0..n,
Billing,BBIE,1,ibt-141,Invoice line charge amount,"The amount of a charge, without TAX. ",Amount,Invoice Line,Charges,,Amount,,Amount,,,1..1,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",請求書明細行の追加請求金額(税抜き),追加請求金額(税抜き)。,数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,ibr-43,Shared,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount,AmountType,,1..1,
Billing,BBIE,2,ibt-142,Invoice line charge base amount,"The base amount that may be used, in conjunction with the Invoice line charge percentage, to calculate the Invoice line charge amount.",Amount,Invoice Line,Charges,,Base amount,,Amount,,,0..1,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",請求書明細行の追加請求の基準金額,請求書明細行の追加請求金額を計算するために、請求書明細行の追加請求率が適用される基準金額。,CEN/TS 16931−3−3 Table 2では、\nram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:BasisAmountと対応。\n数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,,Shared,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount,AmountType,,0..1,
Billing,BBIE,3,ibt-143,Invoice line charge percentage,"The percentage that may be used, in conjunction with the Invoice line charge base amount, to calculate the Invoice line charge amount.",Percent,Invoice Line,Charges,,Percentage,,Percent,,,0..1,"In the numerical representation, the decimal point is . (period), and the integer part is not separated by 1000 units.",請求書明細行の追加請求の率,請求書明細行の追加請求基準金額に対して請求書明細行の追加請求金額の計算に使用するパーセント。,数値表現は、小数点はピリオド、整数部分の1000単位の区切りはなし。,,,Shared,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:MultiplierFactorNumeric,NumericType,,0..1,
Billing,BBIE,4,ibt-144,Invoice line charge reason,"The reason for the Invoice line charge, expressed as text. ",Text,Invoice Line,Charges,,Reason,,Text,,,0..1,,請求書明細行の追加請求理由,請求書明細行の追加請求理由をテキストで表現。,,,"ibr-44,ibr-co-8",Shared,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReason,TextType,,0..n,CAR-3
Billing,BBIE,5,ibt-145,Invoice line charge reason code,"The reason for the Invoice line charge, expressed as a code.",Code,Invoice Line,Charges,,Reason code,,Code,,,0..1,,請求書明細行の追加請求理由コード,請求書明細行の追加請求理由をコードで表現。,,,ibr-co-8,Shared,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode,CodeType,,0..1,
Billing,ASBIE,16,ibg-29,PRICE DETAILS,A group of business terms providing information about the price applied for the goods and services invoiced on the Invoice line.,,,Invoice Line,,Defined,,,,Pice Details,1..1,,取引価格詳細,請求書明細行で請求される財、サービスに適用される価格に係る情報,,,,,,/Invoice/cac:InvoiceLine/cac:Price,PriceType,,0..1,CAR-2
Billing,ABIE,0,ibg-29,PRICE DETAILS,A group of business terms providing information about the price applied for the goods and services invoiced on the Invoice line.,,,Pice Details,,Detail,,,,,1..1,,取引価格詳細,請求書明細行で請求される財、サービスに適用される価格に係る情報,,,,,,/Invoice/cac:InvoiceLine/cac:Price,PriceType,,0..1,CAR-2
Billing,BBIE,1,ibt-146,Item net price,"The price of an item, exclusive of TAX, after subtracting item price discount.",Unit Price Amount,,Pice Details,,Net price,,Unit Price Amount,,,1..1,"In the numerical representation, for data type unit, the decimal point is . (period), and the integer part is not separated by 1000 units.",品目単価(値引/割引後)(税抜き),値引/割引金額を差し引いた後の、消費税を除く品目単価。,jbt-146 = jbt-148 品目単価(値引/割引前)(税抜き) - jbt-147 品目単価値引/割引(税抜き)欧州規格は税抜き。ビジネスルールをXML Schematronで検証するときの記述を明瞭にするため税抜きと税込みを別項目として定義する。数値表現は、データ型 Unit については、小数点はピリオド、整数部分の1000単位の区切りはなし。,3Currency ID = JPY,"ibr-26,ibr-27,ibr-cl-3",Shared,,/Invoice/cac:InvoiceLine/cac:Price/cbc:PriceAmount,AmountType,,1..1,
Billing,BBIE,2,ibt-147,Item price discount,The total discount subtracted from the Item gross price to calculate the Item net price.,Unit Price Amount,,Pice Details,,Discount,,Unit Price Amount,,,0..1,"In the numerical representation, for data type unit, the decimal point is . (period), and the integer part is not separated by 1000 units.",品目単価値引/割引(税抜き),品目単価(値引/割引後)(税抜き)を計算するために、品目単価(値引/割引前)(税抜き)から差し引かれる値引/割引。,数値表現は、データ型 Unit については、小数点はピリオド、整数部分の1000単位の区切りはなし。,,,Shared,,/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount,AmountType,,1..1,CAR-1
Billing,BBIE,3,ibt-148,Item gross price,"The unit price, exclusive of TAX, before subtracting Item price discount.",Unit Price Amount,,Pice Details,,Gross price,,Unit Price Amount,,,0..1,"In the numerical representation, for data type unit, the decimal point is . (period), and the integer part is not separated by 1000 units.",品目単価(値引/割引前)(税抜き),値引/割引(税抜き)を差し引く前の、品目単価(税抜き)。,数値表現は、データ型 Unit については、小数点はピリオド、整数部分の1000単位の区切りはなし。,,"ibr-28,ibr-cl-3",Shared,,/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount,AmountType,,0..1,
Billing,BBIE,4,ibt-149,Item price base quantity,The number of item units to which the price applies. ,Quantity,,Pice Details,,Base quantity,,Quantity,,,0..1,"In the numerical representation, for data type quantity, the decimal point is . (period), and the integer part is not separated by 1000 units.",品目単価基準数量,単価が適用される品目単位の数。,【例1】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、数量単位コードがDZNであれば、jbt-149 品目単価基準数量は、1\n【例2】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、数量単位コードがEAであれば、jbt-149品目単価基準数量は、12\n数値表現は、データ型 Quantity については、小数点はピリオド、整数部分の1000単位の区切りはなし。,1,,Shared,,/Invoice/cac:InvoiceLine/cac:Price/cbc:BaseQuantity,QuantityType,,0..1,
Billing,BBIE,5,ibt-150,Item price base quantity unit of measure code,The unit of measure that applies to the Item price base quantity.,Code,,Pice Details,,Base quantity unit of measure code,,Code,,,0..1,,品目単価基準数量の数量単位コード,品目単価基準数量に適用される単位。,【例1】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、jbt-150 品目単価基準数量の数量単位コードは、DZN（ダース）\n【例2】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、jbt-150 品目単価基準数量の数量単位コードは、EA（個）,EA,ibr-cl-23,Shared,,/Invoice/cac:InvoiceLine/cac:Price/cbc:BaseQuantity/@unitCode,,,,
Billing,ASBIE,17,ibg-30,LINE TAX INFORMATION,A group of business terms providing information about the TAX applicable for the goods and services invoiced on the Invoice line.,,,Invoice Line,,Defined,,,,Line Tax Information,1..n,,請求書明細行税情報,請求書明細行で請求される財、サービスに適用される消費税に係る情報。,,,,Aligned,Cardinality from 1..1 to 1..n,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory,TaxCategoryType,,0..n,CAR-2
Billing,ABIE,0,ibg-30,LINE TAX INFORMATION,A group of business terms providing information about the TAX applicable for the goods and services invoiced on the Invoice line.,,,Line Tax Information,,Detail,,,,,1..n,,請求書明細行税情報,請求書明細行で請求される財、サービスに適用される消費税に係る情報。,,,,Aligned,Cardinality from 1..1 to 1..n,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory,TaxCategoryType,,0..n,CAR-2
Billing,BBIE,1,ibt-151,Invoiced item TAX category code,The TAX category code for the invoiced item.,Code,,Line Tax Information,,Tax Category,,Code,,,1..1,"Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme, like standard rate, reduced rate, etc. The operation in Japan is as follows.\nS Standard rate Consumption Tax\nAA Lower rate Consumption Tax\nE Exempt from Tax \nG Free export item, Consumption Tax not charged\nO Outside scope of tax (The seller is not registered for Consumption Tax.)",請求される品目に対する課税分類コード,請求される品目に対して適用される課税分類コード。,"課税分類コードとは、消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコードで、日本での運用においては、以下のとおりとする。\nS Standard rate Consumption Tax (標準税率)\nAA Lower rate Consumption Tax (軽減税率)\nE Exempt from Tax (非課税)\nG Free export item, Consumption Tax not charged (輸出免税)\nO Outside scope of tax (課税対象外/不課税)",S,"jp-cl-3,jp-s-1,jp-s-2,jp-s-5,jp-s-8",Aligned,,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:ID,IdentifierType,,0..1,CAR-2
Billing,BBIE,2,ibt-152,Invoiced item TAX rate,"The TAX rate, represented as percentage that applies to the invoiced item.",Percent,,Line Tax Information,,Tax rate,,Rate,,,0..1,"In the numerical representation, the decimal point is . (period), and the integer part is not separated by 1000 units.",請求される品目に対する税率,請求される品目に対して適用される税率で、パーセントで表現。,数値表現は、小数点はピリオド、整数部分の1000単位の区切りはなし。,1,"jp-s-5,jp-s-3",Aligned,,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:Percent,PercentType,,0..1,
Billing,BBIE,3,ibt-185,TAX exemption reason code,A coded statement of the reason for why the line amount is exempted from TAX.,Code,,Line Tax Information,,Tax exemption reason code,,Code,,,0..1,,非課税理由コード,非課税または課税されない理由をコードで表現。,,,,Aligned,Added,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:TaxExemptionReasonCode,CodeType,,0..1,
Billing,BBIE,4,ibt-186,TAX exemption reason text,A textual statement of the reason why the line amount is exempted from TAX or why no TAX is being charged,Text,,Line Tax Information,,Tax exemption reason text,,Text,,,0..1,,非課税理由テキスト,非課税または課税されない理由をテキストで表現。,,,,Aligned,Added,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:TaxExemptionReason,TextType,,0..n,CAR-3
Billing,BBIE,5,ibt-166,Unit TAX,A TAX amount that applied to each item unit.,Amount,,Line Tax Information,,Unit Tax,,Amount,,,0..1,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",単位税額,品目単位に適用される消費税額。,数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,,Aligned,Added,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:PerUnitAmount,AmountType,,0..1,
Billing,BBIE,6,ibt-167,Tax Scheme,A code indicating the type of tax,Scheme,,Line Tax Information,,Tax Scheme,,Scheme,,,0..1,"""VAT"" is used for Japan Consumption Tax.",税スキーマ,税の種類を示すコード。,日本の消費税については、VAT を使用する。,,,Aligned,Added,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cac:TaxScheme/cbc:ID,IdentifierType,,0..1,
Billing,ASBIE,18,ibg-31,ITEM INFORMATION,A group of business terms providing information about the goods and services invoiced.,,,Invoice Line,,Defined,,,,Item Information,1..1,,品目情報,請求される財、サービスに係る情報。,,,,,,/Invoice/cac:InvoiceLine/cac:Item,ItemType,,1..1,
Billing,ABIE,0,ibg-31,ITEM INFORMATION,A group of business terms providing information about the goods and services invoiced.,,,Item Information,,Detail,,,,,1..1,,品目情報,請求される財、サービスに係る情報。,,,,,,/Invoice/cac:InvoiceLine/cac:Item,ItemType,,1..1,
Billing,BBIE,1,ibt-153,Item name,A name for an item. ,Text,,Item Information,,Name,,Text,,,1..1,,品名,取引品目の品名。,,原稿用紙（A4）,ibr-25,Shared,,/Invoice/cac:InvoiceLine/cac:Item/cbc:Name,NameType,,0..1,CAR-2
Billing,BBIE,2,ibt-154,Item description,A description for an item. ,Text,,Item Information,,Description,,Text,,,0..n,,品目摘要,取引品目を説明した文章。,,,,Shared,,/Invoice/cac:InvoiceLine/cac:Item/cbc:Description,TextType,,0..n,
Billing,IDBIE,3,ibt-155,Item Seller's identifier,"An identifier, assigned by the Seller, for the item.",Identifier,,Item Information,,Identification,,Identifier,,,0..1,,売り手による品目ID,売り手が取引品目に割当てたID,,,,Shared,,/Invoice/cac:InvoiceLine/cac:Item/cac:SellersItemIdentification/cbc:ID,IdentifierType,,1..1,CAR-1
Billing,IDBIE,4,ibt-156,Item Buyer's identifier,"An identifier, assigned by the Buyer, for the item.",Identifier,,Item Information,,Identification,,Identifier,,,0..1,,買い手による品目ID,買い手が取引品目に割当てたID,,,,Shared,,/Invoice/cac:InvoiceLine/cac:Item/cac:BuyersItemIdentification/cbc:ID,IdentifierType,,1..1,CAR-1
Billing,IDBIE,5,ibt-157,Item standard identifier,An item identifier based on a registered scheme.,Identifier,,Item Information,,Identification,,Identifier,,,0..1,,品目標準ID,登録されているスキーマに基づいた品目ID。,,,"ibr-64,ibr-cl-21",Shared,,/Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification/cbc:ID,IdentifierType,,1..1,CAR-1
Billing,IDBIE,6,ibt-158,Item classification identifier,A code for classifying the item by its type or nature.,Identifier,,Item Information,,Identification,,Identifier,,,0..n,,品目分類ID,種類や性質によって品目を分類するコード。,分類コードは、さまざまな目的で類似したアイテムをグループ化できるようにするために使用。公共調達（CPV、eコマース（UNSPSC）など。,,"ibr-65,ibr-cl-13",Shared,,/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode,CodeType,,0..1,CAR-4
Billing,BBIE,7,ibt-159,Item country of origin,The code identifying the country from which the item originates.,Code,,Item Information,,Origin country,,Code,,,0..1,,品目の原産国,品目の原産国を識別するコード。,,,ibr-cl-15,Shared,,/Invoice/cac:InvoiceLine/cac:Item/cac:OriginCountry/cbc:IdentificationCode,CodeType,,0..1,
Billing,ASBIE,8,ibg-32,ITEM ATTRIBUTES,A group of business terms providing information about properties of the goods and services invoiced.,,,Item Information,,Defined,,,,Item Attributes,0..n,,品目属性,品目およびサービスのプロパティに関する情報,,,ibr-54,,,/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty,ItemPropertyType,,0..n,
Billing,ABIE,0,ibg-32,ITEM ATTRIBUTES,A group of business terms providing information about properties of the goods and services invoiced.,,,Item Attributes,,,,,,,0..n,,品目属性,品目およびサービスのプロパティに関する情報,,,ibr-54,,,/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty,ItemPropertyType,,0..n,
Billing,BBIE,1,ibt-160,Item attribute name,The name of the attribute or property of the item. ,Text,,Item Attributes,,Name,,Text,,,1..1,"(Example) Size, Color, Counting way in Japanese",品目属性名,品目の属性またはプロパティの名称。,(例) サイズ、色、数え方(日本語),数量単位,ibr-54,Shared,,/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty/cbc:Name,NameType,,1..1,
Billing,BBIE,2,ibt-161,Item attribute value,The value of the attribute or property of the item. ,Text,,Item Attributes,,Value,,Text,,,1..1,"(Example) SML, Red Blue Green, MAI",品目属性値,品目の属性またはプロパティの値。,(例) SML、赤青緑、枚,枚,ibr-54,Shared,,/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty/cbc:Value,TextType,,0..1,CAR-2
