num,Module,Kind,Table,Name,Level,Card,Type,DictionaryEntryName,Description,ObjectClassTermQualifier,ObjectClassTerm,DatatypeQualifier,RepresentationTerm,AssociatedObjectClassTermQualifier,AssociatedObjectClass,ReferencedObjectClassTermQualifier,ReferencedObjectClass,Type,Description
549,Source Documents,BBIE,,TaxBase,1,0..1,decimal,Tax Information Structure. Detail,"The base on which the tax is calculated. This can be an amount, or a quantity, eg. Litres.",,TaxInformationStructure,,Numeric,,,,,decimal,"The base on which the tax is calculated. This can be an amount, or a quantity, eg. Litres."
550,Source Documents,BBIE,,TaxBaseDescription,1,0..1,SAFmiddle2textType,Tax Information Structure. Detail,Description of the value in the TaxBase. Eg. Litres for excises on alcoholic bevarages.,,TaxInformationStructure,,Text,,,,,SAFmiddle2textType,Description of the value in the TaxBase. Eg. Litres for excises on alcoholic bevarages.
551,Source Documents,BBIE,,TaxAmount,1,0..1,AmountStructure,Tax Information Structure. Detail,Tax amount information,,TaxInformationStructure,,,,,,,AmountStructure,Tax amount information
552,Source Documents,BBIE,,TaxExemptionReason,1,1..1,SAFmiddle2textType,Tax Information Structure. Detail,Tax exemption or reduction reason or rationale,,TaxInformationStructure,,Text,,,,,SAFmiddle2textType,Tax exemption or reduction reason or rationale
553,Source Documents,BBIE,,TaxDeclarationPeriod,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,The identification of the declaration/return in which the taxamount is reported to the Revenue body.,,TaxInformationStructure,,Text,,,,,SAFmiddle1textType,The identification of the declaration/return in which the taxamount is reported to the Revenue body.
473,Source Documents,BBIE,,I BNNumber,2,1..1,SAFmiddle1textType,Tax Information Structure. Detail,"International Bank Account Number, ISO 13616",,choice: IA Number/sequence,,Text,,,,,SAFmiddle1textType,"International Bank Account Number, ISO 13616"
474,Source Documents,ASBIE,,BankAccountNumber,2,,,Tax Information Structure. Detail,,,choice: IA Number/sequence,,,,BankAccountNumber,,,,
360,Source Documents,ASBIE,,CustomerInfo,1,1..1,,Tax Information Structure. Detail,,,choice:CustomerInfo/SupplierInfo,,,,CustomerInfo,,,,
367,Source Documents,ASBIE,,SupplierInfo,1,1..1,,Tax Information Structure. Detail,,,choice:CustomerInfo/SupplierInfo,,,,SupplierInfo,,,,
408,Source Documents,BBIE,,MovementReference,1,1..*,SAFmiddle1textType,Tax Information Structure. Detail,Unique reference to the movement.,,choice:MovementReference/DeliveryDate/DeliveryPeriod,,Text,,,,,SAFmiddle1textType,Unique reference to the movement.
409,Source Documents,BBIE,,DeliveryDate,1,1..1,date,Tax Information Structure. Detail,The date of the delivery,,choice:MovementReference/DeliveryDate/DeliveryPeriod,,Date,,,,,date,The date of the delivery
527,Source Documents,ASBIE,,SelectionStartDate-SelectionEndDate,1,1..1,,Tax Information Structure. Detail,"Allows for a choice:between selection on calendar dates and periods according to the accounting system, e.g. 1 to 12 for a 12-months accounting system.",,choice:SelectionStartDate-SelectionEndDate/PeriodStart-PeriodStartYear-PeriodEnd-PeriodEndYear,,,,SelectionCriteriaStructure,,,,"Allows for a choice:between selection on calendar dates and periods according to the accounting system, e.g. 1 to 12 for a 12-months accounting system."
528,Source Documents,ASBIE,,PeriodStart-PeriodStartYear-PeriodEnd-PeriodEndYear,1,,,Tax Information Structure. Detail,,,choice:SelectionStartDate-SelectionEndDate/PeriodStart-PeriodStartYear-PeriodEnd-PeriodEndYear,,,,PeriodStart-PeriodStartYear-PeriodEnd-PeriodEndYear,,,,
371,Source Documents,RFBIE,,Supplier I,1,1..1,SAFmiddle1textType,Tax Information Structure. Detail,Unique code for the supplier,,choice:Supplier I/Name,,Text,,,Supplier,CompanyStructure,SAFmiddle1textType,Unique code for the supplier
372,Source Documents,BBIE,,Name,1,1..1,SAFmiddle2textType,Tax Information Structure. Detail,Name of the supplier,,choice:Supplier I/Name,,Text,,,,,SAFmiddle2textType,Name of the supplier
364,Source Documents,RFBIE,,Customer I,1,1..1,SAFmiddle1textType,Tax Information Structure. Detail,Unique code for the customer,,chooice_Customer I/Name,,Text,,,Customer,CompanyStructure,SAFmiddle1textType,Unique code for the customer
365,Source Documents,BBIE,,Name,1,1..1,SAFmiddle2textType,Tax Information Structure. Detail,Name of the customer,,chooice_Customer I/Name,,Text,,,,,SAFmiddle2textType,Name of the customer
463,Source Documents,BBIE,,CurrencyCode,2,1..1,ISOCurrencyCode,Tax Information Structure. Detail,Three-letter currency code according to ISO 4217 standard. Example: EUR for the Euros or USD for American Dollars.,,sequence_Amount,,Code,,,,,ISOCurrencyCode,Three-letter currency code according to ISO 4217 standard. Example: EUR for the Euros or USD for American Dollars.
464,Source Documents,BBIE,,CurrencyAmount,2,1..1,SAFmonetaryType,Tax Information Structure. Detail,Amount in foreign currency.,,sequence_Amount,,Monetary,,,,,SAFmonetaryType,Amount in foreign currency.
465,Source Documents,BBIE,,ExchangeRate,2,0..1,SAFexchangerateType,Tax Information Structure. Detail,The exchange rate used. CurrencyAmount x ExchangeRate = Amount,,sequence_Amount,,,,,,,SAFexchangerateType,The exchange rate used. CurrencyAmount x ExchangeRate = Amount
